Artikelnummer,Name,Regulärer Preis,Brand,Model
O-SASSGA70G3,Schalter,89,Samsung,GALAXY A70 (A705F)
O-SASSGA70G4,Audio,89,Samsung,GALAXY A70 (A705F)
O-SASSGA70G5,Buchsen/Sensoren,89,Samsung,GALAXY A70 (A705F)
O-SASSGA70G77,Kurzschlussbeseitigung,0,Samsung,GALAXY A70 (A705F)
O-SASSGA70G82,Ladeelektronik,0,Samsung,GALAXY A70 (A705F)
O-SASSGA70G83,Touch IC Konnektor,0,Samsung,GALAXY A70 (A705F)
O-SASSGA70O06,weiterer Komponente,0,Samsung,GALAXY A70 (A705F)
O-SASSGS9PD02,Glaswechsel,0,Samsung,GALAXY S9 Plus (G965F)
O-SASSGS9XD02,Glaswechsel,0,Samsung,GALAXY S9 (G960F)
O-SOSSXXZ2D0,Display Standard,149,Sony,Xperia XZ2
O-SOSSXXZ2G00,Akku,119,Sony,Xperia XZ2
O-SOSSXXZ2G12,Backcover,0,Sony,Xperia XZ2
O-SOSSXXZ2G1,Kamera,0,Sony,Xperia XZ2
O-SOSSXXZ2G3,Schalter,0,Sony,Xperia XZ2
O-SOSSXXZ2G4,Audio,0,Sony,Xperia XZ2
O-SOSSXXZ2G5,Buchsen/Sensoren,0,Sony,Xperia XZ2
O-SOSSXXZ2G77,Kurzschlussbeseitigung,0,Sony,Xperia XZ2
O-SOSSXXZ2G82,Ladeelektronik,0,Sony,Xperia XZ2
O-SOSSXXZ3D0,Display Standard,249,Sony,Xperia XZ3
O-SOSSXXZ3G00,Akku,119,Sony,Xperia XZ3
O-SOSSXXZ3G12,Backcover,0,Sony,Xperia XZ3
O-SOSSXXZ3G1,Kamera,0,Sony,Xperia XZ3
O-SOSSXXZ3G3,Schalter,0,Sony,Xperia XZ3
O-SOSSXXZ3G4,Audio,0,Sony,Xperia XZ3
O-SOSSXXZ3G5,Buchsen/Sensoren,0,Sony,Xperia XZ3
O-SOSSXXZ3G77,Kurzschlussbeseitigung,0,Sony,Xperia XZ3
O-SOSSXXZ3G82,Ladeelektronik,0,Sony,Xperia XZ3
O-SOSSXZ2CD0,Display Standard,169,Sony,Xperia XZ2 Compact
O-SOSSXZ2CG00,Akku,119,Sony,Xperia XZ2 Compact
O-SOSSXZ2CG12,Backcover,0,Sony,Xperia XZ2 Compact
O-SOSSXZ2CG1,Kamera,0,Sony,Xperia XZ2 Compact
O-SOSSXZ2CG3,Schalter,0,Sony,Xperia XZ2 Compact
O-SOSSXZ2CG4,Audio,0,Sony,Xperia XZ2 Compact
O-SOSSXZ2CG5,Buchsen/Sensoren,0,Sony,Xperia XZ2 Compact
O-SOSSXZ2CG77,Kurzschlussbeseitigung,0,Sony,Xperia XZ2 Compact
O-SOSSXZ2CG82,Ladeelektronik,0,Sony,Xperia XZ2 Compact
O-APTIPM5XD02,Glaswechsel,169,Apple,iPad Mini 5 7.9 (A2124/A2126)
O-APTIPM5XD0,Display Standard,199,Apple,iPad Mini 5 7.9 (A2124/A2126)
O-APTIPM5XG00,Akku,199,Apple,iPad Mini 5 7.9 (A2124/A2126)
O-APTIPM5XG1,Kamera,249,Apple,iPad Mini 5 7.9 (A2124/A2126)
O-APTIPM5XG3,Schalter,199,Apple,iPad Mini 5 7.9 (A2124/A2126)
O-APTIPM5XG4,Audio,199,Apple,iPad Mini 5 7.9 (A2124/A2126)
O-APTIPM5XG5,Buchsen/Sensoren,199,Apple,iPad Mini 5 7.9 (A2124/A2126)
O-APTIPM5XS00,Datensicherung,50,Apple,iPad Mini 5 7.9 (A2124/A2126)
O-APNU1278D02,Glaswechsel,0,Apple,13'' Macbook mit Unibody [A1278]
O-APNU1278D03,LCD/LED Wechsel,199,Apple,13'' Macbook mit Unibody [A1278]
O-NIKNDSWXA02,Analyse,39,Nintendo,Switch
O-NIKNDSWXA03,Kostenvoranschlag für Versicherungen,39,Nintendo,Switch
O-NIKNDSWXA04,Gutachten,149,Nintendo,Switch
O-NIKNDSWXD03,LCD/LED Wechsel,119,Nintendo,Switch
O-NIKNDSWXG00,Akku,89,Nintendo,Switch
O-NIKNDSWXG3,Schalter,119,Nintendo,Switch
O-NIKNDSWXG5,Buchsen/Sensoren,99,Nintendo,Switch
O-NIKNDSWXG63,Komplettreinigung inkl. Wärmeleitpaste,0,Nintendo,Switch
O-NIKNDSWXG70,Mainboard Lötarbeiten,119,Nintendo,Switch
O-NIKNDSWXG72,Netzbuchsen Lötarbeiten,119,Nintendo,Switch
O-NIKNDSWXG77,Kurzschlussbeseitigung,119,Nintendo,Switch
O-NIKNDSWXL02,Lasereinheit,89,Nintendo,Switch
O-SOKPS4PXA02,Analyse,39,Sony,Playstation 4 Pro
O-SOKPS4PXA03,Kostenvoranschlag für Versicherungen,39,Sony,Playstation 4 Pro
O-SOKPS4PXA04,Gutachten,149,Sony,Playstation 4 Pro
O-SOKPS4PXF03,"Festplatte 2,5'' 1TB",85,Sony,Playstation 4 Pro
O-SOKPS4PXF04,SSD 240GB,99,Sony,Playstation 4 Pro
O-SOKPS4PXF05,SSD 500GB,149,Sony,Playstation 4 Pro
O-SOKPS4PXF06,SSD 1TB,249,Sony,Playstation 4 Pro
O-SOKPS4PXF11,SSD 120GB,79,Sony,Playstation 4 Pro
O-SOKPS4PXG13,Lüfter,89,Sony,Playstation 4 Pro
O-SOKPS4PXG5,Buchsen/Sensoren,99,Sony,Playstation 4 Pro
O-SOKPS4PXG62,Netzteil,149,Sony,Playstation 4 Pro
O-SOKPS4PXG63,Komplettreinigung inkl. Wärmeleitpaste,89,Sony,Playstation 4 Pro
O-SOKPS4PXG70,Mainboard Lötarbeiten,89,Sony,Playstation 4 Pro
O-SOKPS4PXG71,Grafikkarten Lötarbeiten,89,Sony,Playstation 4 Pro
O-SOKPS4PXG72,Netzbuchsen Lötarbeiten,89,Sony,Playstation 4 Pro
O-SOKPS4PXG73,Diverse Lötarbeiten,89,Sony,Playstation 4 Pro
O-SOKPS4PXG77,Kurzschlussbeseitigung,89,Sony,Playstation 4 Pro
O-SOKPS4PXL02,Lasereinheit,149,Sony,Playstation 4 Pro
O-HUSHHV2XD0,Display Standard,209,Huawei,Honor View 20
O-HUSHHV2XG00,Akku,89,Huawei,Honor View 20
O-HUSHHV2XG12,Backcover,119,Huawei,Honor View 20
O-HUSHHV2XG1,Kamera,89,Huawei,Honor View 20
O-HUSHHV2XG20,Kameraglas,0,Huawei,Honor View 20
O-HUSHHV2XG3,Schalter,89,Huawei,Honor View 20
O-HUSHHV2XG4,Audio,89,Huawei,Honor View 20
O-HUSHHV2XG5,Buchsen/Sensoren,89,Huawei,Honor View 20
O-HUSHHV2XG77,Kurzschlussbeseitigung,0,Huawei,Honor View 20
O-HUSHMX20D0,Display Standard,289,Huawei,Mate 20X
O-HUSHMX20G00,Akku,89,Huawei,Mate 20X
O-HUSHMX20G12,Backcover,119,Huawei,Mate 20X
O-HUSHMX20G1,Kamera,89,Huawei,Mate 20X
O-HUSHMX20G20,Kameraglas,0,Huawei,Mate 20X
O-HUSHMX20G3,Schalter,89,Huawei,Mate 20X
O-HUSHMX20G4,Audio,89,Huawei,Mate 20X
O-HUSHMX20G5,Buchsen/Sensoren,89,Huawei,Mate 20X
O-HUSHMX20G77,Kurzschlussbeseitigung,0,Huawei,Mate 20X
O-HUSHP30LG00,Akku,89,Huawei,P30 Lite
O-HUSHP30LG1,Kamera,89,Huawei,P30 Lite
O-HUSHP30LG20,Kameraglas,0,Huawei,P30 Lite
O-HUSHP30LG3,Schalter,89,Huawei,P30 Lite
O-HUSHP30LG4,Audio,89,Huawei,P30 Lite
O-HUSHP30LG5,Buchsen/Sensoren,89,Huawei,P30 Lite
O-HUSHP30LG77,Kurzschlussbeseitigung,0,Huawei,P30 Lite
O-HUSHPSZXD0,Display Standard,139,Huawei,P Smart Z
O-HUSHPSZXG00,Akku,89,Huawei,P Smart Z
O-HUSHPSZXG12,Backcover,119,Huawei,P Smart Z
O-HUSHPSZXG1,Kamera,89,Huawei,P Smart Z
O-HUSHPSZXG20,Kameraglas,0,Huawei,P Smart Z
O-HUSHPSZXG3,Schalter,89,Huawei,P Smart Z
O-HUSHPSZXG4,Audio,89,Huawei,P Smart Z
O-HUSHPSZXG5,Buchsen/Sensoren,89,Huawei,P Smart Z
O-HUSHPSZXG77,Kurzschlussbeseitigung,0,Huawei,P Smart Z
O-SASSGA20G00,Akku,89,Samsung,GALAXY A20E (A202F)
O-SASSGA20G1,Kamera,89,Samsung,GALAXY A20E (A202F)
O-SASSGA20G3,Schalter,89,Samsung,GALAXY A20E (A202F)
O-SASSGA20G4,Audio,89,Samsung,GALAXY A20E (A202F)
O-SASSGA20G5,Buchsen/Sensoren,89,Samsung,GALAXY A20E (A202F)
O-SASSGA20G77,Kurzschlussbeseitigung,0,Samsung,GALAXY A20E (A202F)
O-SASSGA20G82,Ladeelektronik,0,Samsung,GALAXY A20E (A202F)
O-SASSGA20G83,Touch IC Konnektor,0,Samsung,GALAXY A20E (A202F)
O-SASSGA20O06,weiterer Komponente,0,Samsung,GALAXY A20E (A202F)
O-SASSGM20D0,Display Standard,0,Samsung,GALAXY M20 (M205)
O-SASSGM20G00,Akku,89,Samsung,GALAXY M20 (M205)
O-SASSGM20G12,Backcover,89,Samsung,GALAXY M20 (M205)
O-SASSGM20G1,Kamera,89,Samsung,GALAXY M20 (M205)
O-SASSGM20G20,Kameraglas,89,Samsung,GALAXY M20 (M205)
O-SASSGM20G3,Schalter,89,Samsung,GALAXY M20 (M205)
O-SASSGM20G4,Audio,89,Samsung,GALAXY M20 (M205)
O-SASSGM20G5,Buchsen/Sensoren,89,Samsung,GALAXY M20 (M205)
O-SASSGM20G77,Kurzschlussbeseitigung,0,Samsung,GALAXY M20 (M205)
O-SASSGM20G82,Ladeelektronik,0,Samsung,GALAXY M20 (M205)
O-SASSGM20G83,Touch IC Konnektor,0,Samsung,GALAXY M20 (M205)
O-SASSGM20O06,weiterer Komponente,0,Samsung,GALAXY M20 (M205)
O-SASSGN15G00,Akku,119,Samsung,GALAXY Note 10 Plus 5G (N976B)
O-SASSGN15G1,Kamera,149,Samsung,GALAXY Note 10 Plus 5G (N976B)
O-SASSGN15G3,Schalter,89,Samsung,GALAXY Note 10 Plus 5G (N976B)
O-SASSGN15G4,Audio,89,Samsung,GALAXY Note 10 Plus 5G (N976B)
O-SASSGN15G5,Buchsen/Sensoren,89,Samsung,GALAXY Note 10 Plus 5G (N976B)
O-SASSGN15G77,Kurzschlussbeseitigung,0,Samsung,GALAXY Note 10 Plus 5G (N976B)
O-SASSGN15G82,Ladeelektronik,0,Samsung,GALAXY Note 10 Plus 5G (N976B)
O-SASSGN15G83,Touch IC Konnektor,0,Samsung,GALAXY Note 10 Plus 5G (N976B)
O-SASSGN15O06,weiterer Komponente,0,Samsung,GALAXY Note 10 Plus 5G (N976B)
O-SASSGN1PG00,Akku,119,Samsung,GALAXY Note 10 Plus (N975F)
O-SASSGN1PG1,Kamera,149,Samsung,GALAXY Note 10 Plus (N975F)
O-SASSGN1PG3,Schalter,89,Samsung,GALAXY Note 10 Plus (N975F)
O-SASSGN1PG4,Audio,89,Samsung,GALAXY Note 10 Plus (N975F)
O-SASSGN1PG5,Buchsen/Sensoren,89,Samsung,GALAXY Note 10 Plus (N975F)
O-SASSGN1PG77,Kurzschlussbeseitigung,0,Samsung,GALAXY Note 10 Plus (N975F)
O-SASSGN1PG82,Ladeelektronik,0,Samsung,GALAXY Note 10 Plus (N975F)
O-SASSGN1PG83,Touch IC Konnektor,0,Samsung,GALAXY Note 10 Plus (N975F)
O-SASSGN1PO06,weiterer Komponente,0,Samsung,GALAXY Note 10 Plus (N975F)
O-SASSGN1XG00,Akku,119,Samsung,GALAXY Note 10 (N970F)
O-SASSGN1XG1,Kamera,149,Samsung,GALAXY Note 10 (N970F)
O-SASSGN1XG3,Schalter,89,Samsung,GALAXY Note 10 (N970F)
O-SASSGN1XG4,Audio,89,Samsung,GALAXY Note 10 (N970F)
O-SASSGN1XG5,Buchsen/Sensoren,89,Samsung,GALAXY Note 10 (N970F)
O-SASSGN1XG77,Kurzschlussbeseitigung,0,Samsung,GALAXY Note 10 (N970F)
O-SASSGN1XG82,Ladeelektronik,0,Samsung,GALAXY Note 10 (N970F)
O-SASSGN1XG83,Touch IC Konnektor,0,Samsung,GALAXY Note 10 (N970F)
O-SASSGN1XO06,weiterer Komponente,0,Samsung,GALAXY Note 10 (N970F)
O-APTIPA3XD02,Glaswechsel,199,Apple,iPad Air 3 (A2123/A2152 A2153/A2154)
O-APTIPA3XD0,Display Standard,299,Apple,iPad Air 3 (A2123/A2152 A2153/A2154)
O-APTIPA3XG00,Akku,199,Apple,iPad Air 3 (A2123/A2152 A2153/A2154)
O-APTIPA3XG1,Kamera,249,Apple,iPad Air 3 (A2123/A2152 A2153/A2154)
O-APTIPA3XG3,Schalter,199,Apple,iPad Air 3 (A2123/A2152 A2153/A2154)
O-APTIPA3XG4,Audio,199,Apple,iPad Air 3 (A2123/A2152 A2153/A2154)
O-APTIPA3XG5,Buchsen/Sensoren,199,Apple,iPad Air 3 (A2123/A2152 A2153/A2154)
O-APTIPA3XS00,Datensicherung,50,Apple,iPad Air 3 (A2123/A2152 A2153/A2154)
O-APSIP10XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone X
O-APSIP11MG00,Akku,79,Apple,iPhone 11 Pro Max
O-APSIP11MG12,Backcover,269,Apple,iPhone 11 Pro Max
O-APSIP11MG1,Kamera,229,Apple,iPhone 11 Pro Max
O-APSIP11MG20,Kameraglas,99,Apple,iPhone 11 Pro Max
O-APSIP11MG3,Schalter,99,Apple,iPhone 11 Pro Max
O-APSIP11MG4,Audio,99,Apple,iPhone 11 Pro Max
O-APSIP11MG5,Buchsen/Sensoren,99,Apple,iPhone 11 Pro Max
O-APSIP11MG77,Kurzschlussbeseitigung,249,Apple,iPhone 11 Pro Max
O-APSIP11MG82,Ladeelektronik,249,Apple,iPhone 11 Pro Max
O-APSIP11MG84,Kamera IC Konnektor,249,Apple,iPhone 11 Pro Max
O-APSIP11MZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 11 Pro Max
O-APSIP11PG00,Akku,79,Apple,iPhone 11 Pro
O-APSIP11PG12,Backcover,249,Apple,iPhone 11 Pro
O-APSIP11PG1,Kamera,169,Apple,iPhone 11 Pro
O-APSIP11PG20,Kameraglas,99,Apple,iPhone 11 Pro
O-APSIP11PG3,Schalter,99,Apple,iPhone 11 Pro
O-APSIP11PG4,Audio,99,Apple,iPhone 11 Pro
O-APSIP11PG5,Buchsen/Sensoren,99,Apple,iPhone 11 Pro
O-APSIP11PG77,Kurzschlussbeseitigung,249,Apple,iPhone 11 Pro
O-APSIP11PG82,Ladeelektronik,249,Apple,iPhone 11 Pro
O-APSIP11PG84,Kamera IC Konnektor,249,Apple,iPhone 11 Pro
O-APSIP11PZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 11 Pro
O-APSIP11XG00,Akku,79,Apple,iPhone 11
O-APSIP11XG12,Backcover,199,Apple,iPhone 11
O-APSIP11XG1,Kamera,149,Apple,iPhone 11
O-APSIP11XG20,Kameraglas,99,Apple,iPhone 11
O-APSIP11XG3,Schalter,99,Apple,iPhone 11
O-APSIP11XG4,Audio,99,Apple,iPhone 11
O-APSIP11XG5,Buchsen/Sensoren,99,Apple,iPhone 11
O-APSIP11XG77,Kurzschlussbeseitigung,199,Apple,iPhone 11
O-APSIP11XG82,Ladeelektronik,249,Apple,iPhone 11
O-APSIP11XG84,Kamera IC Konnektor,249,Apple,iPhone 11
O-APSIP11XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 11
O-APSIP4SXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 4s
O-APSIP4XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 4
O-APSIP5CXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 5c
O-APSIP5SXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 5s
O-APSIP5XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 5
O-APSIP6PXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 6 Plus
O-APSIP6SPZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 6s Plus
O-APSIP6SXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 6s
O-APSIP6XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 6
O-APSIP7PXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 7 Plus
O-APSIP7XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 7
O-APSIP8PLZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 8 Plus
O-APSIP8XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone 8
O-APSIPSEXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone SE
O-APSIPXRXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone XR
O-APSIPXSMZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone XS Max
O-APSIPXSXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Apple,iPhone XS
O-BBSB9900Z06,Panzerglas Standard inkl. Anbringung,"19,9",Blackberry,Bold 9900
O-BBSBBKOXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Blackberry,KeyOne
O-BBSBBMDXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Blackberry,Motion
O-BBSBBPRIZ06,Panzerglas Standard inkl. Anbringung,"19,9",Blackberry,Priv
O-BBSCQ20XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Blackberry,Classic Q20
O-BBSLZ20XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Blackberry,Leap Z20
O-BBSP9981Z06,Panzerglas Standard inkl. Anbringung,"19,9",Blackberry,P9981 Porsche Design
O-BBSP9983Z06,Panzerglas Standard inkl. Anbringung,"19,9",Blackberry,P9983 Porsche Design
O-BBSPPQ30Z06,Panzerglas Standard inkl. Anbringung,"19,9",Blackberry,Passport Q30
O-BBSPPXXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Blackberry,Passport
O-BBSQ10XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Blackberry,Q10
O-BBSZ10XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Blackberry,Z10
O-BBSZ30XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Blackberry,Z30
O-HTSDSEXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,Desire Eye
O-HTSGP2XLZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,Pixel 2 XL
O-HTSGP2XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,Pixel 2
O-HTSGP3AXD0,Display Standard,0,HTC,Pixel 3A
O-HTSGP3AXG00,Akku,0,HTC,Pixel 3A
O-HTSGP3AXG12,Backcover,109,HTC,Pixel 3A
O-HTSGP3AXG1,Kamera,0,HTC,Pixel 3A
O-HTSGP3AXG20,Kameraglas,0,HTC,Pixel 3A
O-HTSGP3AXG3,Schalter,0,HTC,Pixel 3A
O-HTSGP3AXG4,Audio,0,HTC,Pixel 3A
O-HTSGP3AXG5,Buchsen/Sensoren,0,HTC,Pixel 3A
O-HTSGP3AXG77,Kurzschlussbeseitigung,0,HTC,Pixel 3A
O-HTSGP3AXG82,Ladeelektronik,0,HTC,Pixel 3A
O-HTSGP3AXG83,Touch IC Konnektor,0,HTC,Pixel 3A
O-HTSGP3AXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,Pixel 3A
O-HTSGP3XLZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,Pixel 3 XL
O-HTSGP3XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,Pixel 3
O-HTSGPXLXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,Pixel XL
O-HTSGPXXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,Pixel
O-HTSHTC8XZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,8x
O-HTSHTCOXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,One X
O-HTSHTCUXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,U Play
O-HTSOA9SXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,One A9S
O-HTSOA9XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,One A9
O-HTSOE8XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,One E8
O-HTSOM10XZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,One M10
O-HTSU11LXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,U11 Life
O-HTSU11XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,U11
O-HTSU12LXD0,Display Standard,249,HTC,U12 Life
O-HTSU12LXG00,Akku,0,HTC,U12 Life
O-HTSU12LXG12,Backcover,109,HTC,U12 Life
O-HTSU12LXG1,Kamera,0,HTC,U12 Life
O-HTSU12LXG20,Kameraglas,0,HTC,U12 Life
O-HTSU12LXG3,Schalter,0,HTC,U12 Life
O-HTSU12LXG4,Audio,0,HTC,U12 Life
O-HTSU12LXG5,Buchsen/Sensoren,0,HTC,U12 Life
O-HTSU12LXG77,Kurzschlussbeseitigung,0,HTC,U12 Life
O-HTSU12LXG82,Ladeelektronik,0,HTC,U12 Life
O-HTSU12LXG83,Touch IC Konnektor,0,HTC,U12 Life
O-HTSU12LXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,U12 Life
O-HTSU12PXD0,Display Standard,269,HTC,U12 Plus
O-HTSU12PXG00,Akku,0,HTC,U12 Plus
O-HTSU12PXG12,Backcover,109,HTC,U12 Plus
O-HTSU12PXG1,Kamera,0,HTC,U12 Plus
O-HTSU12PXG20,Kameraglas,0,HTC,U12 Plus
O-HTSU12PXG3,Schalter,0,HTC,U12 Plus
O-HTSU12PXG4,Audio,0,HTC,U12 Plus
O-HTSU12PXG5,Buchsen/Sensoren,0,HTC,U12 Plus
O-HTSU12PXG77,Kurzschlussbeseitigung,0,HTC,U12 Plus
O-HTSU12PXG82,Ladeelektronik,0,HTC,U12 Plus
O-HTSU12PXG83,Touch IC Konnektor,0,HTC,U12 Plus
O-HTSU12PXZ06,Panzerglas Standard inkl. Anbringung,"19,9",HTC,U12 Plus
O-HUSAMSXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Acsend Mate S
O-HUSGN6PXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Google Nexus 6P
O-HUSHH10XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Honor 10
O-HUSHH6XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Honor 6x
O-HUSHH7XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Honor 7
O-HUSHH8XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Honor 8
O-HUSHH9LXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Honor 9 Lite
O-HUSHH9XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Honor 9
O-HUSHHN5XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Honor 5x
O-HUSHHV2XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Honor View 20
O-HUSHM10LZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Mate 10 Lite
O-HUSHM10PZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Mate 10 Pro
O-HUSHM10XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Mate 10
O-HUSHM20LZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Mate 20 Lite
O-HUSHM20PZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Mate 20 Pro
O-HUSHM20XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Mate 20
O-HUSHM9XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Mate 9
O-HUSHMX20Z06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Mate 20X
O-HUSHN2XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Nova 2
O-HUSHN8PXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Honor 8 Pro
O-HUSHNAXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Nova
O-HUSHNPXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Nova Plus
O-HUSHNV10Z06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Honor View 10
O-HUSHNX7XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Honor 7x
O-HUSHP10PZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P10 Plus
O-HUSHP20LZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P20 Lite (ANE-LX1 L21)
O-HUSHP30LD0,Display Standard,149,Huawei,P30 Lite
O-HUSHP30LG12,Backcover,119,Huawei,P30 Lite
O-HUSHP30LZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P30 Lite
O-HUSHP30PZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P30 Pro
O-HUSHP30XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P30
O-HUSHP7MXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P7 Mini
O-HUSHPS19Z06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P Smart 2019
O-HUSHPSPXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P Smart Plus
O-HUSHPSXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P Smart
O-HUSHPSZXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P Smart Z
O-HUSHWG8XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,G8
O-HUSHWM8XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Mate 8
O-HUSHWP20Z06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P20
O-HUSHWP8LZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P8 Lite
O-HUSHWP8XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P8
O-HUSHWY79D0,Display Standard,109,Huawei,Y7 2019
O-HUSHWY79G00,Akku,89,Huawei,Y7 2019
O-HUSHWY79G12,Backcover,119,Huawei,Y7 2019
O-HUSHWY79G1,Kamera,89,Huawei,Y7 2019
O-HUSHWY79G20,Kameraglas,0,Huawei,Y7 2019
O-HUSHWY79G3,Schalter,89,Huawei,Y7 2019
O-HUSHWY79G4,Audio,89,Huawei,Y7 2019
O-HUSHWY79G5,Buchsen/Sensoren,89,Huawei,Y7 2019
O-HUSHWY79G77,Kurzschlussbeseitigung,0,Huawei,Y7 2019
O-HUSHWY79Z06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Y7 2019
O-HUSHY718Z06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,Y7 2018
O-HUSP10LXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P10 Lite
O-HUSP10XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P10
O-HUSP20PRZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P20 Pro
O-HUSP8L7XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P8 Lite 2017
