Artikelnummer,Name,Regulärer Preis,Brand,Model
O-HUSP9LXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P9 Lite
O-HUSP9PXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P9 Plus
O-HUSP9XXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Huawei,P9
O-LGSG2MXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,G2 Mini
O-LGSG2XXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,G2
O-LGSG3SXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,G3 s
O-LGSG3XXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,G3
O-LGSG4XXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,G4
O-LGSG5XXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,G5
O-LGSGF2XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,G Flex 2
O-LGSGFXXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,G Flex
O-LGSGN5XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,Nexus 5x
O-LGSK10XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,K10 2017 (M250)
O-LGSLGG6XZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,G6 (H870)
O-LGSLGK4XZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,K4 2017 (M160)
O-LGSLGK8XZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,K8 2017 (K350N)
O-LGSLGQ6XZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,Q6 (M700)
O-LGSLGV30Z06,Panzerglas Standard inkl. Anbringung,"19,9",LG,V30 (H930)
O-LGSLGXP2Z06,Panzerglas Standard inkl. Anbringung,"19,9",LG,X Power 2 (M320)
O-LGSNEX4XZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,Nexus 4
O-LGSNEX5XZ06,Panzerglas Standard inkl. Anbringung,"19,9",LG,Nexus 5
O-MOSME2XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto E 2. Generation
O-MOSME4PXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto E4 Plus
O-MOSMEXXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto E
O-MOSMG2XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto G 2. Generation
O-MOSMG3XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto G 3. Generation
O-MOSMG4PXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto G4 Plus XT1642
O-MOSMG4XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto G4 XT1622
O-MOSMG5SXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto G5s
O-MOSMG5XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto G5 Xt1670
O-MOSMGXXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto G
O-MOSMX1XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto X
O-MOSMX2XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto X 2. Generation
O-MOSMX419Z06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto X4 XT1900
O-MOSMXPXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto X Play XT1562/65
O-MOSMXSXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto X Style XT1570
O-MOSMZ16XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto Z XT1650
O-MOSMZ2P1Z06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto Z2 Play XT1710
O-MOSMZP35Z06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Moto Z Play XT1635
O-MOSNEX6XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Motorola,Nexus 6
O-NOSL1020Z06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 1020
O-NOSL1320Z06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 1320
O-NOSL1520Z06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 1520
O-NOSL435XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 435
O-NOSL505XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 505
O-NOSL510XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 510
O-NOSL520XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 520
O-NOSL525XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 525
O-NOSL530XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 530
O-NOSL535XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 535
O-NOSL610XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 610
O-NOSL620XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 620
O-NOSL625XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 625
O-NOSL630XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 630
O-NOSL635XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 635
O-NOSL640LZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 640 XL
O-NOSL640XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 640
O-NOSL710XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 710
O-NOSL720XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 720
O-NOSL730XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 730
O-NOSL735XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 735
O-NOSL800XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 800
O-NOSL810XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 810
O-NOSL820XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 820
O-NOSL830XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 830
O-NOSL900XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 900
O-NOSL920XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 920
O-NOSL925XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 925
O-NOSL930XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 930
O-NOSL950LZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 950 XL
O-NOSL950XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Lumia 950
O-NOSN3TAXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Nokia 3 (TA-1032)
O-NOSN5TA3Z06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Nokia 5 (TA-1053)
O-NOSN6TAXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Nokia,Nokia 6 (TA-1003)
O-OPSOP2XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",OnePlus,OnePlus 2
O-OPSOP3TXZ06,Panzerglas Standard inkl. Anbringung,"19,9",OnePlus,OnePlus 3T
O-OPSOP3XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",OnePlus,OnePlus 3
O-OPSOP5TXZ06,Panzerglas Standard inkl. Anbringung,"19,9",OnePlus,OnePlus 5T
O-OPSOP5XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",OnePlus,OnePlus 5
O-OPSOP6TXZ06,Panzerglas Standard inkl. Anbringung,"19,9",OnePlus,OnePlus 6T
O-OPSOP6XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",OnePlus,OnePlus 6
O-OPSOP7XXD0,Display Standard,269,OnePlus,OnePlus 7
O-OPSOP7XXG00,Akku,129,OnePlus,OnePlus 7
O-OPSOP7XXG12,Backcover,119,OnePlus,OnePlus 7
O-OPSOP7XXG1,Kamera,0,OnePlus,OnePlus 7
O-OPSOP7XXG20,Kameraglas,0,OnePlus,OnePlus 7
O-OPSOP7XXG3,Schalter,0,OnePlus,OnePlus 7
O-OPSOP7XXG4,Audio,0,OnePlus,OnePlus 7
O-OPSOP7XXG5,Buchsen/Sensoren,0,OnePlus,OnePlus 7
O-OPSOP7XXG77,Kurzschlussbeseitigung,0,OnePlus,OnePlus 7
O-OPSOP7XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",OnePlus,OnePlus 7
O-OPSOPOXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",OnePlus,OnePlus One
O-SASA317XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A3 A320F (2017)
O-SASA517XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A5 A520F (2017)
O-SASGA316Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A3 (2016)
O-SASGA3XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A3 2014-2015
O-SASGA516Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A5 (2016)
O-SASGA5XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A5
O-SASGA716Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A7 (2016)
O-SASGA7XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A7
O-SASGAJ7XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY J7 (2016)
O-SASGAS8PZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S8 Plus
O-SASGAS8XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S8
O-SASGAXXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY ALPHA
O-SASGJ1XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY J1
O-SASGJ3XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY J3
O-SASGJ516Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY J5 (2016)
O-SASGJ5XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY J5
O-SASGMXXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY MEGA
O-SASGN2XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY Note II
O-SASGN3XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY Note 3
O-SASGN4XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY Note 4
O-SASGNEXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY Note Edge
O-SASGNXXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY Note
O-SASGS3MXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S3 mini
O-SASGS3XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S3
O-SASGS4MXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S4 mini
O-SASGS4XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S4
O-SASGS4ZXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S4 zoom
O-SASGS5AXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S5 Active
O-SASGS5MXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S5 mini
O-SASGS5XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S5
O-SASGS6EPZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S6 Edge Plus
O-SASGS6EXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S6 Edge
O-SASGS6XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S6
O-SASGS7EXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S7 Edge
O-SASGS7XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S7
O-SASJ316XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY J3 J310F (2016)
O-SASJ3201Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY J3 J330F (2017)
O-SASJ4PSXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY J4+ (J415F)
O-SASJ517XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY J5 J530F (2017)
O-SASJ610SZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY J6+ 2018 (J610F)
O-SASJ717XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY J7 J730F (2017)
O-SASN950FZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY Note 8 N950F
O-SASS4AKXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S4 Active
O-SASS5NEXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S5 Neo
O-SASS920FZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A9 2018 (A920F)
O-SASSA605Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A6+ (A605F)
O-SASSA718Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A7 2018 (A750F)
O-SASSGA20D0,Display Standard,89,Samsung,GALAXY A20E (A202F)
O-SASSGA20G12,Backcover,89,Samsung,GALAXY A20E (A202F)
O-SASSGA20G20,Kameraglas,89,Samsung,GALAXY A20E (A202F)
O-SASSGA20Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A20E (A202F)
O-SASSGA40D0,Display Standard,0,Samsung,GALAXY A40 (A405F)
O-SASSGA40G12,Backcover,89,Samsung,GALAXY A40 (A405F)
O-SASSGA40G20,Kameraglas,89,Samsung,GALAXY A40 (A405F)
O-SASSGA40Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A40 (A405F)
O-SASSGA50D0,Display Standard,89,Samsung,GALAXY A50 (A505F)
O-SASSGA50G12,Backcover,89,Samsung,GALAXY A50 (A505F)
O-SASSGA50G20,Kameraglas,89,Samsung,GALAXY A50 (A505F)
O-SASSGA50Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A50 (A505F)
O-SASSGA6PZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A6+ 2018 (A605)
O-SASSGA6XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A6 (A600F)
O-SASSGA70Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A70 (A705F)
O-SASSGA8PZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A8+ 2018 (A730F)
O-SASSGA8XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY A8 2018 (A530F)
O-SASSGGPXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY Grand Prime
O-SASSGJ6XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY J6 2018 (J600F)
O-SASSGM20Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY M20 (M205)
O-SASSGN15D0,Display Standard,0,Samsung,GALAXY Note 10 Plus 5G (N976B)
O-SASSGN15G12,Backcover,89,Samsung,GALAXY Note 10 Plus 5G (N976B)
O-SASSGN15G20,Kameraglas,89,Samsung,GALAXY Note 10 Plus 5G (N976B)
O-SASSGN15Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY Note 10 Plus 5G (N976B)
O-SASSGN1PD0,Display Standard,0,Samsung,GALAXY Note 10 Plus (N975F)
O-SASSGN1PG12,Backcover,89,Samsung,GALAXY Note 10 Plus (N975F)
O-SASSGN1PG20,Kameraglas,89,Samsung,GALAXY Note 10 Plus (N975F)
O-SASSGN1PZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY Note 10 Plus (N975F)
O-SASSGN1XD0,Display Standard,0,Samsung,GALAXY Note 10 (N970F)
O-SASSGN1XG12,Backcover,89,Samsung,GALAXY Note 10 (N970F)
O-SASSGN1XG20,Kameraglas,89,Samsung,GALAXY Note 10 (N970F)
O-SASSGN1XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY Note 10 (N970F)
O-SASSGN5XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY Note 5 (N920)
O-SASSGN9XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY Note 9 (N960F)
O-SASSGS10Z06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S10 (G973F)
O-SASSGS1EZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S10E (G970F)
O-SASSGS1PZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S10 Plus (G975F)
O-SASSGS9PZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S9 Plus (G965F)
O-SASSGS9XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY S9 (G960F)
O-SASSXC4XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY XCover 4
O-SASXC2XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY XCover 2
O-SASXC3XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Samsung,GALAXY XCover 3
O-SOSSXA1XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XA1
O-SOSSXA2UZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XA2 Ultra (H3113/H4113)
O-SOSSXA2XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XA2 (H3113/H4113)
O-SOSSXAUXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XA Ultra
O-SOSSXE5XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia E5
O-SOSSXL1XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia L1
O-SOSSXL2XZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia L2 (H3311)
O-SOSSXXCXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia X Compact
O-SOSSXXPXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia X Performance
O-SOSSXXZ2Z06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XZ2
O-SOSSXXZ3Z06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XZ3
O-SOSSXZ1CZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XZ1 Compact (G8441)
O-SOSSXZ1GZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XZ1 (G8342)
O-SOSSXZ2CZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XZ2 Compact
O-SOSSXZPXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XZ Premium (G8141/G8142)
O-SOSSXZSXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XZs (G8231/G8232)
O-SOSSXZXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XZ
O-SOSXAXXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XA
O-SOSXE3XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia E3
O-SOSXM2XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia M2
O-SOSXM4XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia M4
O-SOSXM5XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia M5
O-SOSXPXXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia X
O-SOSXXA1UZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia XA1 Ultra
O-SOSXZ1CXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia Z1 Compact
O-SOSXZ1XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia Z1
O-SOSXZ2XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia Z2
O-SOSXZ3CXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia Z3 Compact
O-SOSXZ3PXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia Z3+
O-SOSXZ3XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia Z3
O-SOSXZ4XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia Z4
O-SOSXZ5CXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia Z5 Compact
O-SOSXZ5XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia Z5
O-SOSXZ7XXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia Z7
O-SOSXZUXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia Z Ultra
O-SOSXZXXXZ06,Panzerglas Standard inkl. Anbringung,"19,9",Sony,Xperia Z
O-SATGTS5eD0,Display Standard,249,Samsung,Galaxy Tab S5E (SM-T720/725)
O-SATGTS5eG00,Akku,0,Samsung,Galaxy Tab S5E (SM-T720/725)
O-SATGTS5eG1,Kamera,0,Samsung,Galaxy Tab S5E (SM-T720/725)
O-SATGTS5eG3,Schalter,0,Samsung,Galaxy Tab S5E (SM-T720/725)
O-SATGTS5eG4,Audio,0,Samsung,Galaxy Tab S5E (SM-T720/725)
O-SATGTS5eG5,Buchsen/Sensoren,0,Samsung,Galaxy Tab S5E (SM-T720/725)
O-SATGTS5eS00,Datensicherung,50,Samsung,Galaxy Tab S5E (SM-T720/725)
O-SATGTS5eS03,Systemaktualisierung,59,Samsung,Galaxy Tab S5E (SM-T720/725)
O-SATGTS5eS07,Neuinstallation Android,49,Samsung,Galaxy Tab S5E (SM-T720/725)
O-SATGTS5eS09,Virenentfernung,69,Samsung,Galaxy Tab S5E (SM-T720/725)
O-SATGTS5eS18,Geräteersteinrichtung,89,Samsung,Galaxy Tab S5E (SM-T720/725)
O-APNA1237A05,Online Analyse,39,Apple,13'' MacBook Air [A1237]
O-APNA1278A05,Online Analyse,39,Apple,13'' MacBook Pro mit Unibody [A1278]
O-APNA1286A05,Online Analyse,39,Apple,15'' MacBook Pro mit Unibody [A1286]
O-APNA1297A05,Online Analyse,39,Apple,17'' Macbook Pro mit Unibody [A1297]
O-APNA1304A05,Online Analyse,39,Apple,13'' MacBook Air [A1304]
O-APNA1342A05,Online Analyse,39,Apple,13'' MacBook [A1342]
O-APNA1369A05,Online Analyse,39,Apple,13'' MacBook Air [A1369]
O-APNA1370A05,Online Analyse,39,Apple,11'' MacBook Air [A1370]
O-APNA1398A05,Online Analyse,39,Apple,15'' MacBook Pro mit Retina Display [A1398]
O-APNA1425A05,Online Analyse,39,Apple,13'' Macbook Pro mit Retina Display [A1425]
O-APNA1465A05,Online Analyse,39,Apple,11'' MacBook Air [A1465]
O-APNA1466A05,Online Analyse,39,Apple,13'' MacBook Air [A1466]
O-APNA1502A05,Online Analyse,39,Apple,13'' Macbook Pro mit Retina Display [A1502]
O-APNA1534A05,Online Analyse,39,Apple,12'' MacBook [A1534]
O-APND1398A05,Online Analyse,39,Apple,15'' MacBook Pro mit Retina Display [A1398/2015er Version]
O-APND1502A05,Online Analyse,39,Apple,13'' MacBook Pro mit Retina Display [A1502/2015er Version]
O-APNMBA18A05,Online Analyse,39,Apple,"13"" MacBook Air Retina 2018 [A1932]"
O-APNMBP06A05,Online Analyse,39,Apple,13'' MacBook Pro [A1706/A1708]
O-APNMBP13A05,Online Analyse,39,Apple,"13"" MacBook Pro 2018 [A1989]"
O-APNMBP15A05,Online Analyse,39,Apple,"15"" MacBook Pro 2018 [A1990]"
O-APNMBP7XA05,Online Analyse,39,Apple,15'' MacBook Pro 2016/2017 [A1707]
O-APNU1278A05,Online Analyse,39,Apple,13'' Macbook mit Unibody [A1278]
O-APDA1200A05,Online Analyse,39,Apple,24'' iMac [A1200]
O-APDA1225A05,Online Analyse,39,Apple,24'' iMac [A1225]
O-APDA1283A05,Online Analyse,39,Apple,Mac mini [A1283]
O-APDA1311A05,Online Analyse,39,Apple,21.5'' iMac [A1311]
O-APDA1312A05,Online Analyse,39,Apple,27'' iMac [A1312]
O-APDA1347A05,Online Analyse,39,Apple,Mac mini [A1347]
O-APDA1419A05,Online Analyse,39,Apple,27'' iMac [A1419]
O-APDIMR21A05,Online Analyse,39,Apple,21.5'' iMac mit Retina Display (2015-2017 Baujahr) [A1418]
O-APDIMR27A05,Online Analyse,39,Apple,27'' iMac mit Retina Display (2012-2013 Baujahr) [A1419]
O-APDIMR2XA05,Online Analyse,39,Apple,21.5'' iMac mit Retina Display (2012-2014 Baujahr) [A1418]
O-APDIMR7XA05,Online Analyse,39,Apple,27'' iMac mit Retina Display (2014-2017 Baujahr) [A1419]
O-DMKDIVXXA05,Online Analyse,39,Diverse Marken,Weitere Konsolen
O-NIKNDSWXA05,Online Analyse,39,Nintendo,Switch
O-NIKWIUGPA05,Online Analyse,39,Nintendo,Wii U Gamepad
O-NIKWIUXXA05,Online Analyse,39,Nintendo,Wii U
O-NIKWIXXXA05,Online Analyse,39,Nintendo,Wii
O-SOKPS3SSA05,Online Analyse,39,Sony,Playstation 3 [Super-Slim]
O-SOKPS3SXA05,Online Analyse,39,Sony,Playstation 3 [Slim]
O-SOKPS3XXA05,Online Analyse,39,Sony,Playstation 3
O-SOKPS4PXA05,Online Analyse,39,Sony,Playstation 4 Pro
O-SOKPS4XXA05,Online Analyse,39,Sony,Playstation 4 / Slim
O-APSIP10XZ05,Panzerglas Premium inkl. Anbringung,"24,9",Apple,iPhone X
O-APSIP11MZ05,Panzerglas Premium inkl. Anbringung,"24,9",Apple,iPhone 11 Pro Max
O-APSIP11PZ05,Panzerglas Premium inkl. Anbringung,"24,9",Apple,iPhone 11 Pro
O-APSIP11XZ05,Panzerglas Premium inkl. Anbringung,"24,9",Apple,iPhone 11
O-APSIP4SXZ05,Panzerglas Premium inkl. Anbringung,"24,9",Apple,iPhone 4s
O-APSIP4XXZ05,Panzerglas Premium inkl. Anbringung,"24,9",Apple,iPhone 4
O-APSIP5CXZ05,Panzerglas Premium inkl. Anbringung,"24,9",Apple,iPhone 5c
O-APSIP5SXZ05,Panzerglas Premium inkl. Anbringung,"24,9",Apple,iPhone 5s
O-APSIP5XXZ05,Panzerglas Premium inkl. Anbringung,"24,9",Apple,iPhone 5
O-APSIP6PXZ05,Panzerglas Premium inkl. Anbringung,"24,9",Apple,iPhone 6 Plus
O-APSIP6SPZ05,Panzerglas Premium inkl. Anbringung,"24,9",Apple,iPhone 6s Plus
O-APSIP6SXZ05,Panzerglas Premium inkl. Anbringung,"24,9",Apple,iPhone 6s
O-APSIP6XXZ05,Panzerglas Premium inkl. Anbringung,"24,9",Apple,iPhone 6
