ID,Typ,Artikelnummer,Name,Veröffentlicht,Ist hervorgehoben?,Sichtbarkeit im Katalog,Kurzbeschreibung,Beschreibung,"Datum, an dem Angebotspreis beginnt","Datum, an dem Angebotspreis endet",Steuerstatus,Steuerklasse,Vorrätig?,Lager,Geringe Lagermenge,Lieferrückstande erlaubt?,Nur einzeln verkaufen?,Gewicht (kg),Länge (cm),Breite (cm),Höhe (cm),Kundenbewertungen erlauben?,Hinweis zum Kauf,Angebotspreis,Regulärer Preis,Kategorien,Schlagwörter,Versandklasse,Bilder,Downloadlimit,Ablauftage des Downloads,Übergeordnetes Produkt,Gruppierte Produkte,Zusatzverkäufe,Cross-Sells (Querverkäufe),Externe URL,Button-Text,Position,Attribut 1 Name,Attribut 1 Wert(e),Attribut 1 Sichtbar,Attribut 1 Global,Attribut 2 Name,Attribut 2 Wert(e),Attribut 2 Sichtbar,Attribut 2 Global,Attribut 3 Name,Attribut 3 Wert(e),Attribut 3 Sichtbar,Attribut 3 Global,Attribut 4 Name,Attribut 4 Wert(e),Attribut 4 Sichtbar,Attribut 4 Global
33589,simple,O-SATGT37XS18,Geräteersteinrichtung,1,0,visible,,"Natürlich helfen wir Dir auch gerne bei der Ersteinrichtung Deines Galaxy Tab 3 7.0 (SM-T210/211), damit Du Dein Galaxy Tab 3 7.0 (SM-T210/211) von Anfang an so effizient nutzen können, wie nur möglich. Dazu gehört beispielsweise auch die Datenübernahme von Deinem alten Gerät auf Dein Galaxy Tab 3 7.0 (SM-T210/211). ",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 7.0 (SM-T210/211), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33593,simple,O-SATGT38XD0,Display Standard,1,0,visible,,"Der Klassiker unter den Reparaturen. Ein Moment der Unachtsamkeit, und das Display Deines Galaxy Tab 3 8.0 (SM-T310/311/315) ist hinüber. Wenn bei Deinem Galaxy Tab 3 8.0 (SM-T310/311/315) sowohl die Scheibe, als auch der Bildschirm einen Schaden haben, so ist dies die richtige Reparatur.",,,taxable,,1,,,0,0,,,,,1,,,199,"Display, Artikelliste > Tablet > Samsung > Galaxy Tab 3 8.0 (SM-T310/311/315)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33594,simple,O-SATGT38XG00,Akku,1,0,visible,,"Der Akku Deines Galaxy Tab 3 8.0 (SM-T310/311/315) ist schnell entladen, hat nicht mehr die gewohnte Leistung oder funktioniert überhaupt nicht mehr? Auch bei sorgsamen Umgang mit einem Galaxy Tab 3 8.0 (SM-T310/311/315) kann es zu eben solchen Defekten kommen. Wir tauschen den alten, defekten Akku Deines Galaxy Tab 3 8.0 (SM-T310/311/315) gegen einen Neuen mit voller Leistung aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Tablet > Samsung > Galaxy Tab 3 8.0 (SM-T310/311/315)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33595,simple,O-SATGT38XG1,Kamera,1,0,visible,,Die Kamera Deines Galaxy Tab 3 8.0 (SM-T310/311/315) ist defekt oder funktioniert überhaupt nicht mehr? Wir tauschen die defekte Kamera Deines Galaxy Tab 3 8.0 (SM-T310/311/315) gegen eine neue maximal gleichwertige Kamera aus.,,,taxable,,1,,,0,0,,,,,1,,,0,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 8.0 (SM-T310/311/315), Kamera",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33596,simple,O-SATGT38XG3,Schalter,1,0,visible,,"Was nützt Dir Dein Galaxy Tab 3 8.0 (SM-T310/311/315), wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Dein Galaxy Tab 3 8.0 (SM-T310/311/315) wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 8.0 (SM-T310/311/315), Schalter",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33597,simple,O-SATGT38XG4,Audio,1,0,visible,,"Gibt Dein Galaxy Tab 3 8.0 (SM-T310/311/315) keinen Ton mehr von sich oder kann Dein Gesprächspartner Sie beim telefonieren nicht hören? Damit Sie Dein Galaxy Tab 3 8.0 (SM-T310/311/315) wieder nutzen können, tauschen wir das defekte Bauteil (Mikrofon, Ohrmuschel, Lautsprecher oder Audiobuchse) problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,89,"Audio, Artikelliste > Tablet > Samsung > Galaxy Tab 3 8.0 (SM-T310/311/315)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33598,simple,O-SATGT38XG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, WiFi-Modul, Vibrationsmotor oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Tablet > Samsung > Galaxy Tab 3 8.0 (SM-T310/311/315)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33599,simple,O-SATGT38XS00,Datensicherung,1,0,visible,,"Um Deine wichtigen Daten vor einem möglichen Datenverlust zu schützen, gilt eine Datensicherung als ideale Vorsorge und Absicherung. Wir kümmern uns um die auf Deinem Galaxy Tab 3 8.0 (SM-T310/311/315) gespeicherten Daten und sichern sie auf einem anderen Medium.",,,taxable,,1,,,0,0,,,,,1,,,50,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 8.0 (SM-T310/311/315), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33600,simple,O-SATGT38XS03,Systemaktualisierung,1,0,visible,,"Wenn Dein Galaxy Tab 3 8.0 (SM-T310/311/315) nicht mehr die volle Leistung erziehlt oder nicht reibungslos arbeitet, kann dies ebenfalls am System liegen. Damit dies nicht mehr auftritt, führen wir gerne eine Systemaktualisierung an Deinem Galaxy Tab 3 8.0 (SM-T310/311/315) durch.",,,taxable,,1,,,0,0,,,,,1,,,59,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 8.0 (SM-T310/311/315), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33601,simple,O-SATGT38XS07,Neuinstallation Android,1,0,visible,,"Wenn bei Deinem Galaxy Tab 3 8.0 (SM-T310/311/315) viele Arbeitsprozesse haken oder teilweise gar nicht mehr funktionieren, empfiehlt sich eine Neuinstallation des Betriebssystems Android. ",,,taxable,,1,,,0,0,,,,,1,,,49,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 8.0 (SM-T310/311/315), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33602,simple,O-SATGT38XS09,Virenentfernung,1,0,visible,,"Wurde Dein Galaxy Tab 3 8.0 (SM-T310/311/315) von Viren, Trojanern oder Malware befallen, gilt es diese schnellstmöglich zu entfernen. Viren gehören zu den größten Gefahren für Dein Galaxy Tab 3 8.0 (SM-T310/311/315) und werden von uns sicher, professionell und vor Allem schnell entfernt.",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 8.0 (SM-T310/311/315), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33603,simple,O-SATGT38XS18,Geräteersteinrichtung,1,0,visible,,"Natürlich helfen wir Dir auch gerne bei der Ersteinrichtung Deines Galaxy Tab 3 8.0 (SM-T310/311/315), damit Du Dein Galaxy Tab 3 8.0 (SM-T310/311/315) von Anfang an so effizient nutzen können, wie nur möglich. Dazu gehört beispielsweise auch die Datenübernahme von Deinem alten Gerät auf Dein Galaxy Tab 3 8.0 (SM-T310/311/315). ",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 8.0 (SM-T310/311/315), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33607,simple,O-SATGT3LXD0,Display Standard,1,0,visible,,"Der Klassiker unter den Reparaturen. Ein Moment der Unachtsamkeit, und das Display Deines Galaxy Tab 3 7.0 Lite (SM-T110) ist hinüber. Wenn bei Deinem Galaxy Tab 3 7.0 Lite (SM-T110) sowohl die Scheibe, als auch der Bildschirm einen Schaden haben, so ist dies die richtige Reparatur.",,,taxable,,1,,,0,0,,,,,1,,,149,"Display, Artikelliste > Tablet > Samsung > Galaxy Tab 3 7.0 Lite (SM-T110)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33608,simple,O-SATGT3LXG00,Akku,1,0,visible,,"Der Akku Deines Galaxy Tab 3 7.0 Lite (SM-T110) ist schnell entladen, hat nicht mehr die gewohnte Leistung oder funktioniert überhaupt nicht mehr? Auch bei sorgsamen Umgang mit einem Galaxy Tab 3 7.0 Lite (SM-T110) kann es zu eben solchen Defekten kommen. Wir tauschen den alten, defekten Akku Deines Galaxy Tab 3 7.0 Lite (SM-T110) gegen einen Neuen mit voller Leistung aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Tablet > Samsung > Galaxy Tab 3 7.0 Lite (SM-T110)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33609,simple,O-SATGT3LXG1,Kamera,1,0,visible,,Die Kamera Deines Galaxy Tab 3 7.0 Lite (SM-T110) ist defekt oder funktioniert überhaupt nicht mehr? Wir tauschen die defekte Kamera Deines Galaxy Tab 3 7.0 Lite (SM-T110) gegen eine neue maximal gleichwertige Kamera aus.,,,taxable,,1,,,0,0,,,,,1,,,0,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 7.0 Lite (SM-T110), Kamera",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33610,simple,O-SATGT3LXG3,Schalter,1,0,visible,,"Was nützt Dir Dein Galaxy Tab 3 7.0 Lite (SM-T110), wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Dein Galaxy Tab 3 7.0 Lite (SM-T110) wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 7.0 Lite (SM-T110), Schalter",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33611,simple,O-SATGT3LXG4,Audio,1,0,visible,,"Gibt Dein Galaxy Tab 3 7.0 Lite (SM-T110) keinen Ton mehr von sich oder kann Dein Gesprächspartner Sie beim telefonieren nicht hören? Damit Sie Dein Galaxy Tab 3 7.0 Lite (SM-T110) wieder nutzen können, tauschen wir das defekte Bauteil (Mikrofon, Ohrmuschel, Lautsprecher oder Audiobuchse) problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,89,"Audio, Artikelliste > Tablet > Samsung > Galaxy Tab 3 7.0 Lite (SM-T110)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33612,simple,O-SATGT3LXG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, WiFi-Modul, Vibrationsmotor oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Tablet > Samsung > Galaxy Tab 3 7.0 Lite (SM-T110)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33613,simple,O-SATGT3LXS00,Datensicherung,1,0,visible,,"Um Deine wichtigen Daten vor einem möglichen Datenverlust zu schützen, gilt eine Datensicherung als ideale Vorsorge und Absicherung. Wir kümmern uns um die auf Deinem Galaxy Tab 3 7.0 Lite (SM-T110) gespeicherten Daten und sichern sie auf einem anderen Medium.",,,taxable,,1,,,0,0,,,,,1,,,50,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 7.0 Lite (SM-T110), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33614,simple,O-SATGT3LXS03,Systemaktualisierung,1,0,visible,,"Wenn Dein Galaxy Tab 3 7.0 Lite (SM-T110) nicht mehr die volle Leistung erziehlt oder nicht reibungslos arbeitet, kann dies ebenfalls am System liegen. Damit dies nicht mehr auftritt, führen wir gerne eine Systemaktualisierung an Deinem Galaxy Tab 3 7.0 Lite (SM-T110) durch.",,,taxable,,1,,,0,0,,,,,1,,,59,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 7.0 Lite (SM-T110), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33615,simple,O-SATGT3LXS07,Neuinstallation Android,1,0,visible,,"Wenn bei Deinem Galaxy Tab 3 7.0 Lite (SM-T110) viele Arbeitsprozesse haken oder teilweise gar nicht mehr funktionieren, empfiehlt sich eine Neuinstallation des Betriebssystems Android. ",,,taxable,,1,,,0,0,,,,,1,,,49,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 7.0 Lite (SM-T110), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33616,simple,O-SATGT3LXS09,Virenentfernung,1,0,visible,,"Wurde Dein Galaxy Tab 3 7.0 Lite (SM-T110) von Viren, Trojanern oder Malware befallen, gilt es diese schnellstmöglich zu entfernen. Viren gehören zu den größten Gefahren für Dein Galaxy Tab 3 7.0 Lite (SM-T110) und werden von uns sicher, professionell und vor Allem schnell entfernt.",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 7.0 Lite (SM-T110), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33617,simple,O-SATGT3LXS18,Geräteersteinrichtung,1,0,visible,,"Natürlich helfen wir Dir auch gerne bei der Ersteinrichtung Deines Galaxy Tab 3 7.0 Lite (SM-T110), damit Du Dein Galaxy Tab 3 7.0 Lite (SM-T110) von Anfang an so effizient nutzen können, wie nur möglich. Dazu gehört beispielsweise auch die Datenübernahme von Deinem alten Gerät auf Dein Galaxy Tab 3 7.0 Lite (SM-T110). ",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Tablet > Samsung > Galaxy Tab 3 7.0 Lite (SM-T110), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33621,simple,O-SATGT410D0,Display Standard,1,0,visible,,"Der Klassiker unter den Reparaturen. Ein Moment der Unachtsamkeit, und das Display Deines Galaxy Tab 4 10.1 (SM-T530/535) ist hinüber. Wenn bei Deinem Galaxy Tab 4 10.1 (SM-T530/535) sowohl die Scheibe, als auch der Bildschirm einen Schaden haben, so ist dies die richtige Reparatur.",,,taxable,,1,,,0,0,,,,,1,,,199,"Display, Artikelliste > Tablet > Samsung > Galaxy Tab 4 10.1 (SM-T530/535)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33622,simple,O-SATGT410G00,Akku,1,0,visible,,"Der Akku Deines Galaxy Tab 4 10.1 (SM-T530/535) ist schnell entladen, hat nicht mehr die gewohnte Leistung oder funktioniert überhaupt nicht mehr? Auch bei sorgsamen Umgang mit einem Galaxy Tab 4 10.1 (SM-T530/535) kann es zu eben solchen Defekten kommen. Wir tauschen den alten, defekten Akku Deines Galaxy Tab 4 10.1 (SM-T530/535) gegen einen Neuen mit voller Leistung aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Tablet > Samsung > Galaxy Tab 4 10.1 (SM-T530/535)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33623,simple,O-SATGT410G1,Kamera,1,0,visible,,Die Kamera Deines Galaxy Tab 4 10.1 (SM-T530/535) ist defekt oder funktioniert überhaupt nicht mehr? Wir tauschen die defekte Kamera Deines Galaxy Tab 4 10.1 (SM-T530/535) gegen eine neue maximal gleichwertige Kamera aus.,,,taxable,,1,,,0,0,,,,,1,,,0,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 10.1 (SM-T530/535), Kamera",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33624,simple,O-SATGT410G3,Schalter,1,0,visible,,"Was nützt Dir Dein Galaxy Tab 4 10.1 (SM-T530/535), wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Dein Galaxy Tab 4 10.1 (SM-T530/535) wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 10.1 (SM-T530/535), Schalter",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33625,simple,O-SATGT410G4,Audio,1,0,visible,,"Gibt Dein Galaxy Tab 4 10.1 (SM-T530/535) keinen Ton mehr von sich oder kann Dein Gesprächspartner Sie beim telefonieren nicht hören? Damit Sie Dein Galaxy Tab 4 10.1 (SM-T530/535) wieder nutzen können, tauschen wir das defekte Bauteil (Mikrofon, Ohrmuschel, Lautsprecher oder Audiobuchse) problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,89,"Audio, Artikelliste > Tablet > Samsung > Galaxy Tab 4 10.1 (SM-T530/535)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33626,simple,O-SATGT410G5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, WiFi-Modul, Vibrationsmotor oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Tablet > Samsung > Galaxy Tab 4 10.1 (SM-T530/535)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33627,simple,O-SATGT410S00,Datensicherung,1,0,visible,,"Um Deine wichtigen Daten vor einem möglichen Datenverlust zu schützen, gilt eine Datensicherung als ideale Vorsorge und Absicherung. Wir kümmern uns um die auf Deinem Galaxy Tab 4 10.1 (SM-T530/535) gespeicherten Daten und sichern sie auf einem anderen Medium.",,,taxable,,1,,,0,0,,,,,1,,,50,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 10.1 (SM-T530/535), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33628,simple,O-SATGT410S03,Systemaktualisierung,1,0,visible,,"Wenn Dein Galaxy Tab 4 10.1 (SM-T530/535) nicht mehr die volle Leistung erziehlt oder nicht reibungslos arbeitet, kann dies ebenfalls am System liegen. Damit dies nicht mehr auftritt, führen wir gerne eine Systemaktualisierung an Deinem Galaxy Tab 4 10.1 (SM-T530/535) durch.",,,taxable,,1,,,0,0,,,,,1,,,59,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 10.1 (SM-T530/535), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33629,simple,O-SATGT410S07,Neuinstallation Android,1,0,visible,,"Wenn bei Deinem Galaxy Tab 4 10.1 (SM-T530/535) viele Arbeitsprozesse haken oder teilweise gar nicht mehr funktionieren, empfiehlt sich eine Neuinstallation des Betriebssystems Android. ",,,taxable,,1,,,0,0,,,,,1,,,49,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 10.1 (SM-T530/535), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33630,simple,O-SATGT410S09,Virenentfernung,1,0,visible,,"Wurde Dein Galaxy Tab 4 10.1 (SM-T530/535) von Viren, Trojanern oder Malware befallen, gilt es diese schnellstmöglich zu entfernen. Viren gehören zu den größten Gefahren für Dein Galaxy Tab 4 10.1 (SM-T530/535) und werden von uns sicher, professionell und vor Allem schnell entfernt.",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 10.1 (SM-T530/535), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33631,simple,O-SATGT410S18,Geräteersteinrichtung,1,0,visible,,"Natürlich helfen wir Dir auch gerne bei der Ersteinrichtung Deines Galaxy Tab 4 10.1 (SM-T530/535), damit Du Dein Galaxy Tab 4 10.1 (SM-T530/535) von Anfang an so effizient nutzen können, wie nur möglich. Dazu gehört beispielsweise auch die Datenübernahme von Deinem alten Gerät auf Dein Galaxy Tab 4 10.1 (SM-T530/535). ",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 10.1 (SM-T530/535), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33635,simple,O-SATGT47XD0,Display Standard,1,0,visible,,"Der Klassiker unter den Reparaturen. Ein Moment der Unachtsamkeit, und das Display Deines Galaxy Tab 4 7.0 (SM-T230/235) ist hinüber. Wenn bei Deinem Galaxy Tab 4 7.0 (SM-T230/235) sowohl die Scheibe, als auch der Bildschirm einen Schaden haben, so ist dies die richtige Reparatur.",,,taxable,,1,,,0,0,,,,,1,,,149,"Display, Artikelliste > Tablet > Samsung > Galaxy Tab 4 7.0 (SM-T230/235)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33636,simple,O-SATGT47XG00,Akku,1,0,visible,,"Der Akku Deines Galaxy Tab 4 7.0 (SM-T230/235) ist schnell entladen, hat nicht mehr die gewohnte Leistung oder funktioniert überhaupt nicht mehr? Auch bei sorgsamen Umgang mit einem Galaxy Tab 4 7.0 (SM-T230/235) kann es zu eben solchen Defekten kommen. Wir tauschen den alten, defekten Akku Deines Galaxy Tab 4 7.0 (SM-T230/235) gegen einen Neuen mit voller Leistung aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Tablet > Samsung > Galaxy Tab 4 7.0 (SM-T230/235)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33637,simple,O-SATGT47XG1,Kamera,1,0,visible,,Die Kamera Deines Galaxy Tab 4 7.0 (SM-T230/235) ist defekt oder funktioniert überhaupt nicht mehr? Wir tauschen die defekte Kamera Deines Galaxy Tab 4 7.0 (SM-T230/235) gegen eine neue maximal gleichwertige Kamera aus.,,,taxable,,1,,,0,0,,,,,1,,,0,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 7.0 (SM-T230/235), Kamera",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33638,simple,O-SATGT47XG3,Schalter,1,0,visible,,"Was nützt Dir Dein Galaxy Tab 4 7.0 (SM-T230/235), wenn Du es z.B. nicht Ein- & Ausschalten kannst? Damit Du Dein Galaxy Tab 4 7.0 (SM-T230/235) wieder nutzen kannst, tauschen wir den defekten Schalter problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 7.0 (SM-T230/235), Schalter",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33639,simple,O-SATGT47XG4,Audio,1,0,visible,,"Gibt Dein Galaxy Tab 4 7.0 (SM-T230/235) keinen Ton mehr von sich oder kann Dein Gesprächspartner Sie beim telefonieren nicht hören? Damit Sie Dein Galaxy Tab 4 7.0 (SM-T230/235) wieder nutzen können, tauschen wir das defekte Bauteil (Mikrofon, Ohrmuschel, Lautsprecher oder Audiobuchse) problemlos aus.",,,taxable,,1,,,0,0,,,,,1,,,89,"Audio, Artikelliste > Tablet > Samsung > Galaxy Tab 4 7.0 (SM-T230/235)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33640,simple,O-SATGT47XG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, WiFi-Modul, Vibrationsmotor oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Tablet > Samsung > Galaxy Tab 4 7.0 (SM-T230/235)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33641,simple,O-SATGT47XS00,Datensicherung,1,0,visible,,"Um Deine wichtigen Daten vor einem möglichen Datenverlust zu schützen, gilt eine Datensicherung als ideale Vorsorge und Absicherung. Wir kümmern uns um die auf Deinem Galaxy Tab 4 7.0 (SM-T230/235) gespeicherten Daten und sichern sie auf einem anderen Medium.",,,taxable,,1,,,0,0,,,,,1,,,50,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 7.0 (SM-T230/235), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33642,simple,O-SATGT47XS03,Systemaktualisierung,1,0,visible,,"Wenn Dein Galaxy Tab 4 7.0 (SM-T230/235) nicht mehr die volle Leistung erziehlt oder nicht reibungslos arbeitet, kann dies ebenfalls am System liegen. Damit dies nicht mehr auftritt, führen wir gerne eine Systemaktualisierung an Deinem Galaxy Tab 4 7.0 (SM-T230/235) durch.",,,taxable,,1,,,0,0,,,,,1,,,59,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 7.0 (SM-T230/235), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33643,simple,O-SATGT47XS07,Neuinstallation Android,1,0,visible,,"Wenn bei Deinem Galaxy Tab 4 7.0 (SM-T230/235) viele Arbeitsprozesse haken oder teilweise gar nicht mehr funktionieren, empfiehlt sich eine Neuinstallation des Betriebssystems Android. ",,,taxable,,1,,,0,0,,,,,1,,,49,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 7.0 (SM-T230/235), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33644,simple,O-SATGT47XS09,Virenentfernung,1,0,visible,,"Wurde Dein Galaxy Tab 4 7.0 (SM-T230/235) von Viren, Trojanern oder Malware befallen, gilt es diese schnellstmöglich zu entfernen. Viren gehören zu den größten Gefahren für Dein Galaxy Tab 4 7.0 (SM-T230/235) und werden von uns sicher, professionell und vor Allem schnell entfernt.",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 7.0 (SM-T230/235), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33645,simple,O-SATGT47XS18,Geräteersteinrichtung,1,0,visible,,"Natürlich helfen wir Dir auch gerne bei der Ersteinrichtung Deines Galaxy Tab 4 7.0 (SM-T230/235), damit Du Dein Galaxy Tab 4 7.0 (SM-T230/235) von Anfang an so effizient nutzen können, wie nur möglich. Dazu gehört beispielsweise auch die Datenübernahme von Deinem alten Gerät auf Dein Galaxy Tab 4 7.0 (SM-T230/235). ",,,taxable,,1,,,0,0,,,,,1,,,89,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 7.0 (SM-T230/235), Software",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33649,simple,O-SATGT48XD0,Display Standard,1,0,visible,,"Der Klassiker unter den Reparaturen. Ein Moment der Unachtsamkeit, und das Display Deines Galaxy Tab 4 8.0 (SM-T331/335) ist hinüber. Wenn bei Deinem Galaxy Tab 4 8.0 (SM-T331/335) sowohl die Scheibe, als auch der Bildschirm einen Schaden haben, so ist dies die richtige Reparatur.",,,taxable,,1,,,0,0,,,,,1,,,139,"Display, Artikelliste > Tablet > Samsung > Galaxy Tab 4 8.0 (SM-T331/335)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33650,simple,O-SATGT48XG00,Akku,1,0,visible,,"Der Akku Deines Galaxy Tab 4 8.0 (SM-T331/335) ist schnell entladen, hat nicht mehr die gewohnte Leistung oder funktioniert überhaupt nicht mehr? Auch bei sorgsamen Umgang mit einem Galaxy Tab 4 8.0 (SM-T331/335) kann es zu eben solchen Defekten kommen. Wir tauschen den alten, defekten Akku Deines Galaxy Tab 4 8.0 (SM-T331/335) gegen einen Neuen mit voller Leistung aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Tablet > Samsung > Galaxy Tab 4 8.0 (SM-T331/335)",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
33651,simple,O-SATGT48XG1,Kamera,1,0,visible,,Die Kamera Deines Galaxy Tab 4 8.0 (SM-T331/335) ist defekt oder funktioniert überhaupt nicht mehr? Wir tauschen die defekte Kamera Deines Galaxy Tab 4 8.0 (SM-T331/335) gegen eine neue maximal gleichwertige Kamera aus.,,,taxable,,1,,,0,0,,,,,1,,,0,"Artikelliste > Tablet > Samsung > Galaxy Tab 4 8.0 (SM-T331/335), Kamera",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
