SKU	            Device_Type
O-SASGNXXXA00	Smartphone
O-SASGS3MXA00	Smartphone
O-SASGS3XXA00	Smartphone
O-SASGS4MXA00	Smartphone
O-SASGS4XXA00	Smartphone
O-SASGS4ZXA00	Smartphone
O-SASGS5AXA00	Smartphone
O-SASGS5MXA00	Smartphone
O-SASGS5XXA00	Smartphone
O-SASGS6EPA00	Smartphone
O-SASGS6EXA00	Smartphone
O-SASGS6XXA00	Smartphone
O-SASGS7EXA00	Smartphone
O-SASGS7XXA00	Smartphone
O-SASJ316XA00	Smartphone
O-SASJ3201A00	Smartphone
O-SASJ4PSXA00	Smartphone
O-SASJ517XA00	Smartphone
O-SASJ610SA00	Smartphone
O-SASJ717XA00	Smartphone
O-SASN950FA00	Smartphone
O-SASS4AKXA00	Smartphone
O-SASS5NEXA00	Smartphone
O-SASS920FA00	Smartphone
O-SASSA605A00	Smartphone
O-SASSA718A00	Smartphone
O-SASSGA10A00	Smartphone
O-SASSGA10O06	Smartphone
O-SASSGA20A00	Smartphone
O-SASSGA40A00	Smartphone
O-SASSGA50A00	Smartphone
O-SASSGA6PA00	Smartphone
O-SASSGA6XA00	Smartphone
O-SASSGA70A00	Smartphone
O-SASSGA8PA00	Smartphone
O-SASSGA8XA00	Smartphone
O-SASSGGPXA00	Smartphone
O-SASSGJ6XA00	Smartphone
O-SASSGM20A00	Smartphone
O-SASSGN15A00	Smartphone
O-SASSGN1PA00	Smartphone
O-SASSGN1XA00	Smartphone
O-SASSGN5XA00	Smartphone
O-SASSGN9XA00	Smartphone
O-SASSGS10A00	Smartphone
O-SASSGS1EA00	Smartphone
O-SASSGS1PA00	Smartphone
O-SASSGS9PA00	Smartphone
O-SASSGS9XA00	Smartphone
O-SASSXC4XA00	Smartphone
O-SASXC2XXA00	Smartphone
O-SASXC3XXA00	Smartphone
O-SOSSXA1XA00	Smartphone
O-SOSSXA2UA00	Smartphone
O-SOSSXA2XA00	Smartphone
O-SOSSXAUXA00	Smartphone
O-SOSSXE5XA00	Smartphone
O-SOSSXL1XA00	Smartphone
O-SOSSXL2XA00	Smartphone
O-SOSSXXCXA00	Smartphone
O-SOSSXXPXA00	Smartphone
O-SOSSXXZ2A00	Smartphone
O-SOSSXXZ3A00	Smartphone
O-SOSSXZ1CA00	Smartphone
O-SOSSXZ1GA00	Smartphone
O-SOSSXZ2CA00	Smartphone
O-SOSSXZPXA00	Smartphone
O-SOSSXZSXA00	Smartphone
O-SOSSXZXXA00	Smartphone
O-SOSXAXXXA00	Smartphone
O-SOSXE3XXA00	Smartphone
O-SOSXM2XXA00	Smartphone
O-SOSXM4XXA00	Smartphone
O-SOSXM5XXA00	Smartphone
O-SOSXPXXXA00	Smartphone
O-SOSXXA1UA00	Smartphone
O-SOSXZ7XXA00	Smartphone
O-SOSXZUXXA00	Smartphone
O-SOSXZXXXA00	Smartphone
O-APMAWS11D02	MP3-Player
O-APMAWS12D02	MP3-Player
O-APMAWS21D02	MP3-Player
O-APMAWS22D02	MP3-Player
O-APMAWS3XD02	MP3-Player
O-APMAWS44D02	MP3-Player
O-APMAWS4XD02	MP3-Player
O-APMAWS5XD02	MP3-Player
O-APMAWS5XD0	MP3-Player
O-APMAWS5XZ01	MP3-Player
O-APSIP10XA02	Smartphone
O-APSIP10XA04	Smartphone
O-APSIP11MA02	Smartphone
O-APSIP11MA04	Smartphone
O-APSIP11PA02	Smartphone
O-APSIP11PA04	Smartphone
O-APSIP11XA02	Smartphone
O-APSIP11XA04	Smartphone
O-APSIP4SXA02	Smartphone
O-APSIP4SXA04	Smartphone
O-APSIP4XXA02	Smartphone
O-APSIP4XXA04	Smartphone
O-APSIP5CXA02	Smartphone
O-APSIP5CXA04	Smartphone
O-APSIP5SXA02	Smartphone
O-APSIP5SXA04	Smartphone
O-APSIP5XXA02	Smartphone
O-APSIP5XXA04	Smartphone
O-APSIP6PXA02	Smartphone
O-APSIP6PXA04	Smartphone
O-APSIP6SPA02	Smartphone
O-APSIP6SPA04	Smartphone
O-APSIP6SXA02	Smartphone
O-APSIP6SXA04	Smartphone
O-APSIP6XXA02	Smartphone
O-APSIP6XXA04	Smartphone
O-APSIP7PXA02	Smartphone
O-APSIP7PXA04	Smartphone
O-APSIP7XXA02	Smartphone
O-APSIP7XXA04	Smartphone
O-APSIP8PLA02	Smartphone
O-APSIP8PLA04	Smartphone
O-APSIP8XXA02	Smartphone
O-APSIP8XXA04	Smartphone
O-APSIPSEXA02	Smartphone
O-APSIPSEXA04	Smartphone
O-APSIPXRXA02	Smartphone
O-APSIPXRXA04	Smartphone
O-APSIPXSMA02	Smartphone
O-APSIPXSMA04	Smartphone
O-APSIPXSXA02	Smartphone
O-APSIPXSXA04	Smartphone
O-BBSB9900A02	Smartphone
O-BBSB9900A04	Smartphone
O-BBSBBKOXA02	Smartphone
O-BBSBBKOXA04	Smartphone
O-BBSBBMDXA02	Smartphone
O-BBSBBMDXA04	Smartphone
O-BBSBBPRIA02	Smartphone
O-BBSBBPRIA04	Smartphone
O-BBSCQ20XA02	Smartphone
O-BBSCQ20XA04	Smartphone
O-BBSLZ20XA02	Smartphone
O-BBSLZ20XA04	Smartphone
O-BBSP9981A02	Smartphone
O-BBSP9981A04	Smartphone
O-BBSP9983A02	Smartphone
O-BBSP9983A04	Smartphone
O-BBSPPQ30A02	Smartphone
O-BBSPPQ30A04	Smartphone
O-BBSPPXXXA02	Smartphone
O-BBSPPXXXA04	Smartphone
O-BBSQ10XXA02	Smartphone
O-BBSQ10XXA04	Smartphone
O-BBSZ10XXA02	Smartphone
O-BBSZ10XXA04	Smartphone
O-BBSZ30XXA02	Smartphone
O-BBSZ30XXA04	Smartphone
O-HTSGP2XLA02	Smartphone
O-HTSGP2XLA04	Smartphone
O-HTSGP2XXA02	Smartphone
O-HTSGP2XXA04	Smartphone
O-HTSGP3AXA02	Smartphone
O-HTSGP3AXA04	Smartphone
O-HTSGP3XLA02	Smartphone
O-HTSGP3XLA04	Smartphone
O-HTSGP3XXA02	Smartphone
O-HTSGP3XXA04	Smartphone
O-HTSGPXLXA02	Smartphone
O-HTSGPXLXA04	Smartphone
O-HTSGPXXXA02	Smartphone
O-HTSGPXXXA04	Smartphone
O-HTSHTC8XA02	Smartphone
O-HTSHTC8XA04	Smartphone
O-HTSHTCOXA02	Smartphone
O-HTSHTCOXA04	Smartphone
O-HTSHTCUXA02	Smartphone
O-HTSHTCUXA04	Smartphone
O-HTSOA9SXA02	Smartphone
O-HTSOA9SXA04	Smartphone
O-HTSOA9XXA02	Smartphone
O-HTSOA9XXA04	Smartphone
O-HTSU11LXA02	Smartphone
O-HTSU11LXA04	Smartphone
O-HTSU11XXA02	Smartphone
O-HTSU11XXA04	Smartphone
O-HTSU12LXA02	Smartphone
O-HTSU12LXA04	Smartphone
O-HTSU12PXA02	Smartphone
O-HTSU12PXA04	Smartphone
O-HUSAM7XXA02	Smartphone
O-HUSAM7XXA04	Smartphone
O-HUSAMSXXA02	Smartphone
O-HUSAMSXXA04	Smartphone
O-HUSAMXXXA02	Smartphone
O-HUSAMXXXA04	Smartphone
O-HUSAP6XXA02	Smartphone
O-HUSAP6XXA04	Smartphone
O-HUSAP7MXA02	Smartphone
O-HUSAP7MXA04	Smartphone
O-HUSAP7XXA02	Smartphone
O-HUSAP7XXA04	Smartphone
O-HUSGN6PXA02	Smartphone
O-HUSGN6PXA04	Smartphone
O-HUSHH10LA02	Smartphone
O-HUSHH10LA04	Smartphone
O-HUSHH10XA02	Smartphone
O-HUSHH10XA04	Smartphone
O-HUSHH20LA02	Smartphone
O-HUSHH20LA04	Smartphone
O-HUSHH20PA02	Smartphone
O-HUSHH20PA04	Smartphone
O-HUSHH20XA02	Smartphone
O-HUSHH20XA04	Smartphone
O-HUSHH6XXA02	Smartphone
O-HUSHH6XXA04	Smartphone
O-HUSHH7XXA02	Smartphone
O-HUSHH7XXA04	Smartphone
O-HUSHH8XXA02	Smartphone
O-HUSHH8XXA04	Smartphone
O-HUSHH9LXA02	Smartphone
O-HUSHH9LXA04	Smartphone
O-HUSHH9XXA02	Smartphone
O-HUSHH9XXA04	Smartphone
O-HUSHHN5XA02	Smartphone
O-HUSHHN5XA04	Smartphone
O-HUSHHV2XA02	Smartphone
O-HUSHHV2XA04	Smartphone
O-HUSHM10LA02	Smartphone
O-HUSHM10LA04	Smartphone
O-HUSHM10PA02	Smartphone
O-HUSHM10PA04	Smartphone
O-HUSHM10XA02	Smartphone
O-HUSHM10XA04	Smartphone
O-HUSHM20LA02	Smartphone
O-HUSHM20LA04	Smartphone
O-HUSHM20PA02	Smartphone
O-HUSHM20PA04	Smartphone
O-HUSHM20XA02	Smartphone
O-HUSHM20XA04	Smartphone
O-HUSHM9XXA02	Smartphone
O-HUSHM9XXA04	Smartphone
O-HUSHMX20A02	Smartphone
O-HUSHMX20A04	Smartphone
O-HUSHN2XXA02	Smartphone
O-HUSHN2XXA04	Smartphone
O-HUSHN8PXA02	Smartphone
O-HUSHN8PXA04	Smartphone
O-HUSHNAXXA02	Smartphone
O-HUSHNAXXA04	Smartphone
O-HUSHNPXXA02	Smartphone
O-HUSHNPXXA04	Smartphone
O-HUSHNV10A02	Smartphone
O-HUSHNV10A04	Smartphone
O-HUSHNX7XA02	Smartphone
O-HUSHNX7XA04	Smartphone
O-HUSHP10PA02	Smartphone
O-HUSHP10PA04	Smartphone
O-HUSHP20LA02	Smartphone
O-HUSHP20LA04	Smartphone
O-HUSHP30LA02	Smartphone
O-HUSHP30LA04	Smartphone
O-HUSHP30PA02	Smartphone
O-HUSHP30PA04	Smartphone
O-HUSHP30XA02	Smartphone
O-HUSHP30XA04	Smartphone
O-HUSHP7MXA02	Smartphone
O-HUSHP7MXA04	Smartphone
O-HUSHPS19A02	Smartphone
O-HUSHPS19A04	Smartphone
O-HUSHPSPXA02	Smartphone
O-HUSHPSPXA04	Smartphone
O-HUSHPSXXA02	Smartphone
O-HUSHPSXXA04	Smartphone
O-HUSHPSZXA02	Smartphone
O-HUSHPSZXA04	Smartphone
O-HUSHWG8XA02	Smartphone
O-HUSHWG8XA04	Smartphone
O-HUSHWM8XA02	Smartphone
O-HUSHWM8XA04	Smartphone
O-HUSHWP20A02	Smartphone
O-HUSHWP20A04	Smartphone
O-HUSHWP8LA02	Smartphone
O-HUSHWP8LA04	Smartphone
O-HUSHWP8XA02	Smartphone
O-HUSHWP8XA04	Smartphone
O-HUSHWY79A02	Smartphone
O-HUSHWY79A04	Smartphone
O-HUSHY718A02	Smartphone
O-HUSHY718A04	Smartphone
O-HUSP10LXA02	Smartphone
O-HUSP10LXA04	Smartphone
O-HUSP10XXA02	Smartphone
O-HUSP10XXA04	Smartphone
O-HUSP20PRA02	Smartphone
O-HUSP20PRA04	Smartphone
O-HUSP8L7XA02	Smartphone
O-HUSP8L7XA04	Smartphone
O-HUSP9LXXA02	Smartphone
O-HUSP9LXXA04	Smartphone
O-HUSP9PXXA02	Smartphone
O-HUSP9PXXA04	Smartphone
O-HUSP9XXXA02	Smartphone
O-HUSP9XXXA04	Smartphone
O-LGSG2MXXA02	Smartphone
O-LGSG2MXXA04	Smartphone
O-LGSG2XXXA02	Smartphone
O-LGSG2XXXA04	Smartphone
O-LGSG3SXXA02	Smartphone
O-LGSG3SXXA04	Smartphone
O-LGSG3XXXA02	Smartphone
O-LGSG3XXXA04	Smartphone
O-LGSG4XXXA02	Smartphone
O-LGSG4XXXA04	Smartphone
O-LGSG5XXXA02	Smartphone
O-LGSG5XXXA04	Smartphone
O-LGSGF2XXA02	Smartphone
O-LGSGF2XXA04	Smartphone
O-LGSGFXXXA02	Smartphone
O-LGSGFXXXA04	Smartphone
O-LGSGN5XXA02	Smartphone
O-LGSGN5XXA04	Smartphone
O-LGSK10XXA02	Smartphone
O-LGSK10XXA04	Smartphone
O-LGSLGG6XA02	Smartphone
O-LGSLGG6XA04	Smartphone
O-LGSLGK4XA02	Smartphone
O-LGSLGK4XA04	Smartphone
O-LGSLGK8XA02	Smartphone
O-LGSLGK8XA04	Smartphone
O-LGSLGQ6XA02	Smartphone
O-LGSLGQ6XA04	Smartphone
O-LGSLGV30A02	Smartphone
O-LGSLGV30A04	Smartphone
O-LGSLGXP2A02	Smartphone
O-LGSLGXP2A04	Smartphone
O-LGSNEX4XA02	Smartphone
O-LGSNEX4XA04	Smartphone
O-LGSNEX5XA02	Smartphone
O-LGSNEX5XA04	Smartphone
O-MOSME2XXA02	Smartphone
O-MOSME2XXA04	Smartphone
O-MOSME4PXA02	Smartphone
O-MOSME4PXA04	Smartphone
O-MOSMEXXXA02	Smartphone
O-MOSMEXXXA04	Smartphone
O-MOSMG2XXA02	Smartphone
O-MOSMG2XXA04	Smartphone
O-MOSMG3XXA02	Smartphone
O-MOSMG3XXA04	Smartphone
O-MOSMG4PXA02	Smartphone
O-MOSMG4PXA04	Smartphone
O-MOSMG4XXA02	Smartphone
O-MOSMG4XXA04	Smartphone
O-MOSMG5SXA02	Smartphone
O-MOSMG5SXA04	Smartphone
O-MOSMG5XXA02	Smartphone
O-MOSMG5XXA04	Smartphone
O-MOSMGXXXA02	Smartphone
O-MOSMGXXXA04	Smartphone
O-MOSMX1XXA02	Smartphone
O-MOSMX1XXA04	Smartphone
O-MOSMX2XXA02	Smartphone
O-MOSMX2XXA04	Smartphone
O-MOSMX419A02	Smartphone
O-MOSMX419A04	Smartphone
O-MOSMXPXXA02	Smartphone
O-MOSMXPXXA04	Smartphone
O-MOSMXSXXA02	Smartphone
O-MOSMXSXXA04	Smartphone
O-MOSMZ16XA02	Smartphone
O-MOSMZ16XA04	Smartphone
O-MOSMZ2P1A02	Smartphone
O-MOSMZ2P1A04	Smartphone
O-MOSMZP35A02	Smartphone
O-MOSMZP35A04	Smartphone
O-MOSNEX6XA02	Smartphone
O-MOSNEX6XA04	Smartphone
O-NOSL1020A02	Smartphone
O-NOSL1020A04	Smartphone
O-NOSL1320A02	Smartphone
O-NOSL1320A04	Smartphone
O-NOSL1520A02	Smartphone
O-NOSL1520A04	Smartphone
O-NOSL435XA02	Smartphone
O-NOSL435XA04	Smartphone
O-NOSL505XA02	Smartphone
O-NOSL505XA04	Smartphone
O-NOSL510XA02	Smartphone
O-NOSL510XA04	Smartphone
O-NOSL520XA02	Smartphone
O-NOSL520XA04	Smartphone
O-NOSL525XA02	Smartphone
O-NOSL525XA04	Smartphone
O-NOSL530XA02	Smartphone
O-NOSL530XA04	Smartphone
O-NOSL535XA02	Smartphone
O-NOSL535XA04	Smartphone
O-NOSL610XA02	Smartphone
O-NOSL610XA04	Smartphone
O-NOSL620XA02	Smartphone
O-NOSL620XA04	Smartphone
O-NOSL625XA02	Smartphone
O-NOSL625XA04	Smartphone
O-NOSL630XA02	Smartphone
O-NOSL630XA04	Smartphone
O-NOSL635XA02	Smartphone
O-NOSL635XA04	Smartphone
O-NOSL640LA02	Smartphone
O-NOSL640LA04	Smartphone
O-NOSL640XA02	Smartphone
O-NOSL640XA04	Smartphone
O-NOSL710XA02	Smartphone
O-NOSL710XA04	Smartphone
O-NOSL720XA02	Smartphone
O-NOSL720XA04	Smartphone
O-NOSL730XA02	Smartphone
O-NOSL730XA04	Smartphone
O-NOSL735XA02	Smartphone
O-NOSL735XA04	Smartphone
O-NOSL800XA02	Smartphone
O-NOSL800XA04	Smartphone
O-NOSL810XA02	Smartphone
O-NOSL810XA04	Smartphone
O-NOSL820XA02	Smartphone
O-NOSL820XA04	Smartphone
O-NOSL830XA02	Smartphone
O-NOSL830XA04	Smartphone
O-NOSL900XA02	Smartphone
O-NOSL900XA04	Smartphone
O-NOSL920XA02	Smartphone
O-NOSL920XA04	Smartphone
O-NOSL925XA02	Smartphone
O-NOSL925XA04	Smartphone
O-NOSL930XA02	Smartphone
O-NOSL930XA04	Smartphone
O-NOSL950LA02	Smartphone
O-NOSL950LA04	Smartphone
O-NOSL950XA02	Smartphone
O-NOSL950XA04	Smartphone
O-NOSN3TAXA02	Smartphone
O-NOSN3TAXA04	Smartphone
O-NOSN5TA3A02	Smartphone
O-NOSN5TA3A04	Smartphone
O-NOSN6TAXA02	Smartphone
O-NOSN6TAXA04	Smartphone
O-OPSOP2XXA02	Smartphone
O-OPSOP2XXA04	Smartphone
O-OPSOP3TXA02	Smartphone
O-OPSOP3TXA04	Smartphone
O-OPSOP3XXA02	Smartphone
O-OPSOP3XXA04	Smartphone
O-OPSOP5TXA02	Smartphone
O-OPSOP5TXA04	Smartphone
O-OPSOP5XXA02	Smartphone
O-OPSOP5XXA04	Smartphone
O-OPSOP6TXA02	Smartphone
O-OPSOP6TXA04	Smartphone
O-OPSOP6XXA02	Smartphone
O-OPSOP6XXA04	Smartphone
O-OPSOP7XXA02	Smartphone
O-OPSOP7XXA04	Smartphone
O-OPSOPOXXA02	Smartphone
O-OPSOPOXXA04	Smartphone
O-SASA317XA02	Smartphone
O-SASA317XA04	Smartphone
O-SASA517XA02	Smartphone
O-SASA517XA04	Smartphone
O-SASGA316A02	Smartphone
O-SASGA316A04	Smartphone
O-SASGA3XXA02	Smartphone
O-SASGA3XXA04	Smartphone
O-SASGA516A02	Smartphone
O-SASGA516A04	Smartphone
O-SASGA5XXA02	Smartphone
O-SASGA5XXA04	Smartphone
O-SASGA716A02	Smartphone
O-SASGA716A04	Smartphone
O-SASGA7XXA02	Smartphone
O-SASGA7XXA04	Smartphone
O-SASGAJ7XA02	Smartphone
O-SASGAJ7XA04	Smartphone
O-SASGAS8PA02	Smartphone
O-SASGAS8PA04	Smartphone
O-SASGAS8XA02	Smartphone
O-SASGAS8XA04	Smartphone
O-SASGAXXXA02	Smartphone
O-SASGAXXXA04	Smartphone
O-SASGJ1XXA02	Smartphone
O-SASGJ1XXA04	Smartphone
O-SASGJ3XXA02	Smartphone
O-SASGJ3XXA04	Smartphone
O-SASGJ516A02	Smartphone
O-SASGJ516A04	Smartphone
O-SASGJ5XXA02	Smartphone
O-SASGJ5XXA04	Smartphone
O-SASGMXXXA02	Smartphone
O-SASGMXXXA04	Smartphone
O-SASGN2XXA02	Smartphone
O-SASGN2XXA04	Smartphone
O-SASGN3XXA02	Smartphone
O-SASGN3XXA04	Smartphone
O-SASGN4XXA02	Smartphone
O-SASGN4XXA04	Smartphone
O-SASGNEXXA02	Smartphone
O-SASGNEXXA04	Smartphone
O-SASGNXXXA02	Smartphone
O-SASGNXXXA04	Smartphone
O-SASGS3MXA02	Smartphone
O-SASGS3MXA04	Smartphone
O-SASGS3XXA02	Smartphone
O-SASGS3XXA04	Smartphone
O-SASGS4MXA02	Smartphone
O-SASGS4MXA04	Smartphone
O-SASGS4XXA02	Smartphone
O-SASGS4XXA04	Smartphone
O-SASGS4ZXA02	Smartphone
O-SASGS4ZXA04	Smartphone
O-SASGS5AXA02	Smartphone
O-SASGS5AXA04	Smartphone
O-SASGS5MXA02	Smartphone
O-SASGS5MXA04	Smartphone
O-SASGS5XXA02	Smartphone
O-SASGS5XXA04	Smartphone
O-SASGS6EPA02	Smartphone
O-SASGS6EPA04	Smartphone
O-SASGS6EXA02	Smartphone
O-SASGS6EXA04	Smartphone
O-SASGS6XXA02	Smartphone
O-SASGS6XXA04	Smartphone
O-SASGS7EXA02	Smartphone
O-SASGS7EXA04	Smartphone
O-SASGS7XXA02	Smartphone
O-SASGS7XXA04	Smartphone
O-SASJ316XA02	Smartphone
O-SASJ316XA04	Smartphone
O-SASJ3201A02	Smartphone
O-SASJ3201A04	Smartphone
O-SASJ4PSXA02	Smartphone
O-SASJ4PSXA04	Smartphone
O-SASJ517XA02	Smartphone
O-SASJ517XA04	Smartphone
O-SASJ610SA02	Smartphone
O-SASJ610SA04	Smartphone
O-SASJ717XA02	Smartphone
O-SASJ717XA04	Smartphone
O-SASN950FA02	Smartphone
O-SASN950FA04	Smartphone
O-SASS4AKXA02	Smartphone
O-SASS4AKXA04	Smartphone
O-SASS5NEXA02	Smartphone
O-SASS5NEXA04	Smartphone
O-SASS920FA02	Smartphone
O-SASS920FA04	Smartphone
O-SASSA605A02	Smartphone
O-SASSA605A04	Smartphone
O-SASSA718A02	Smartphone
O-SASSA718A04	Smartphone
O-SASSGA10A02	Smartphone
O-SASSGA10A04	Smartphone
O-SASSGA20A02	Smartphone
O-SASSGA20A04	Smartphone
O-SASSGA40A02	Smartphone
O-SASSGA40A04	Smartphone
O-SASSGA50A02	Smartphone
O-SASSGA50A04	Smartphone
O-SASSGA6PA02	Smartphone
O-SASSGA6PA04	Smartphone
O-SASSGA6XA02	Smartphone
O-SASSGA6XA04	Smartphone
O-SASSGA70A02	Smartphone
O-SASSGA70A04	Smartphone
O-SASSGA8PA02	Smartphone
O-SASSGA8PA04	Smartphone
O-SASSGA8XA02	Smartphone
O-SASSGA8XA04	Smartphone
O-SASSGGPXA02	Smartphone
O-SASSGGPXA04	Smartphone
O-SASSGJ6XA02	Smartphone
O-SASSGJ6XA04	Smartphone
O-SASSGM20A02	Smartphone
O-SASSGM20A04	Smartphone
O-SASSGN15A02	Smartphone
O-SASSGN15A04	Smartphone
O-SASSGN1PA02	Smartphone
O-SASSGN1PA04	Smartphone
O-SASSGN1XA02	Smartphone
O-SASSGN1XA04	Smartphone
O-SASSGN5XA02	Smartphone
O-SASSGN5XA04	Smartphone
O-SASSGN9XA02	Smartphone
O-SASSGN9XA04	Smartphone
O-SASSGS10A02	Smartphone
O-SASSGS10A04	Smartphone
O-SASSGS1EA02	Smartphone
O-SASSGS1EA04	Smartphone
O-SASSGS1PA02	Smartphone
O-SASSGS1PA04	Smartphone
O-SASSGS9PA02	Smartphone
O-SASSGS9PA04	Smartphone
O-SASSGS9XA02	Smartphone
O-SASSGS9XA04	Smartphone
O-SASSXC4XA02	Smartphone
O-SASSXC4XA04	Smartphone
O-SASXC2XXA02	Smartphone
O-SASXC2XXA04	Smartphone
O-SASXC3XXA02	Smartphone
O-SASXC3XXA04	Smartphone
O-SOSSXA1XA02	Smartphone
O-SOSSXA1XA04	Smartphone
O-SOSSXA2UA02	Smartphone
O-SOSSXA2UA04	Smartphone
O-SOSSXA2XA02	Smartphone
O-SOSSXA2XA04	Smartphone
O-SOSSXAUXA02	Smartphone
O-SOSSXAUXA04	Smartphone
O-SOSSXE5XA02	Smartphone
O-SOSSXE5XA04	Smartphone
O-SOSSXL1XA02	Smartphone
O-SOSSXL1XA04	Smartphone
O-SOSSXL2XA02	Smartphone
O-SOSSXL2XA04	Smartphone
O-SOSSXXCXA02	Smartphone
O-SOSSXXCXA04	Smartphone
O-SOSSXXPXA02	Smartphone
O-SOSSXXPXA04	Smartphone
O-SOSSXXZ2A02	Smartphone
O-SOSSXXZ2A04	Smartphone
O-SOSSXXZ3A02	Smartphone
O-SOSSXXZ3A04	Smartphone
O-SOSSXZ1CA02	Smartphone
O-SOSSXZ1CA04	Smartphone
O-SOSSXZ1GA02	Smartphone
O-SOSSXZ1GA04	Smartphone
O-SOSSXZ2CA02	Smartphone
O-SOSSXZ2CA04	Smartphone
O-SOSSXZPXA02	Smartphone
O-SOSSXZPXA04	Smartphone
O-SOSSXZSXA02	Smartphone
O-SOSSXZSXA04	Smartphone
O-SOSSXZXXA02	Smartphone
O-SOSSXZXXA04	Smartphone
O-SOSXAXXXA02	Smartphone
O-SOSXAXXXA04	Smartphone
O-SOSXE3XXA02	Smartphone
O-SOSXE3XXA04	Smartphone
O-SOSXM2XXA02	Smartphone
O-SOSXM2XXA04	Smartphone
O-SOSXM4XXA02	Smartphone
O-SOSXM4XXA04	Smartphone
O-SOSXM5XXA02	Smartphone
O-SOSXM5XXA04	Smartphone
O-SOSXPXXXA02	Smartphone
O-SOSXPXXXA04	Smartphone
O-SOSXXA1UA02	Smartphone
O-SOSXXA1UA04	Smartphone
O-SOSXZ1CXA02	Smartphone
O-SOSXZ1CXA04	Smartphone
O-SOSXZ1XXA02	Smartphone
O-SOSXZ1XXA04	Smartphone
O-SOSXZ2XXA02	Smartphone
O-SOSXZ2XXA04	Smartphone
O-SOSXZ7XXA02	Smartphone
O-SOSXZ7XXA04	Smartphone
O-SOSXZUXXA02	Smartphone
O-SOSXZUXXA04	Smartphone
O-SOSXZXXXA02	Smartphone
O-SOSXZXXXA04	Smartphone
O-APMAWS11A02	MP3-Player
O-APMAWS11A04	MP3-Player
O-APMAWS12A02	MP3-Player
O-APMAWS12A04	MP3-Player
O-APMAWS21A02	MP3-Player
O-APMAWS21A04	MP3-Player
O-APMAWS22A02	MP3-Player
O-APMAWS22A04	MP3-Player
O-APMAWS3XA02	MP3-Player
O-APMAWS3XA04	MP3-Player
O-APMAWS44A02	MP3-Player
O-APMAWS44A04	MP3-Player
O-APMAWS4XA02	MP3-Player
O-APMAWS4XA04	MP3-Player
O-APMAWS5XA02	MP3-Player
O-APMAWS5XA04	MP3-Player
O-APMIPC5XA02	MP3-Player
O-APMIPC6XA02	MP3-Player
O-APMIPC7XA02	MP3-Player
O-APMIPN6XA02	MP3-Player
O-APMIPN7XA02	MP3-Player
O-APMIPT2XA02	MP3-Player
O-APMIPT3XA02	MP3-Player
O-APMIPT4XA02	MP3-Player
O-APMIPT5XA02	MP3-Player
O-APMIPT6XA02	MP3-Player
O-DMMDIVXXA02	MP3-Player
O-APTIP102A02	Tablet
O-APTIP102A04	Tablet
O-APTIP102D02	Tablet
O-APTIP102D0	Tablet
O-APTIP102G00	Tablet
O-APTIP102G1	Tablet
O-APTIP102G3	Tablet
O-APTIP102G4	Tablet
O-APTIP102G5	Tablet
O-APTIP102S00	Tablet
O-APTIP102Z06	Tablet
O-APTIP105A02	Tablet
O-APTIP105A04	Tablet
O-APTIP129A02	Tablet
O-APTIP129A04	Tablet
O-APTIP18XA02	Tablet
O-APTIP18XA04	Tablet
O-APTIP2XXA02	Tablet
O-APTIP2XXA04	Tablet
O-APTIP3XXA02	Tablet
O-APTIP3XXA04	Tablet
O-APTIP4XXA02	Tablet
O-APTIP4XXA04	Tablet
O-APTIPA2XA02	Tablet
O-APTIPA2XA04	Tablet
O-APTIPA3XA02	Tablet
O-APTIPA3XA04	Tablet
O-APTIPAIRA02	Tablet
O-APTIPAIRA04	Tablet
O-APTIPAM4A02	Tablet
O-APTIPAM4A04	Tablet
O-APTIPAXXA02	Tablet
O-APTIPAXXA04	Tablet
O-APTIPM2XA02	Tablet
O-APTIPM2XA04	Tablet
O-APTIPM3XA02	Tablet
O-APTIPM3XA04	Tablet
O-APTIPM5XA02	Tablet
O-APTIPM5XA04	Tablet
O-APTIPMXXA02	Tablet
O-APTIPMXXA04	Tablet
O-APTIPP11A02	Tablet
O-APTIPP11A04	Tablet
O-APTIPP18A02	Tablet
O-APTIPP18A04	Tablet
O-APTIPP9XA02	Tablet
O-APTIPP9XA04	Tablet
O-APTIPPXXA02	Tablet
O-APTIPPXXA04	Tablet
O-ASTME302A02	Tablet
O-ASTME302A04	Tablet
O-ASTNEX72A02	Tablet
O-ASTNEX72A04	Tablet
O-ASTNEX7XA02	Tablet
O-ASTNEX7XA04	Tablet
O-ASTZENPXA02	Tablet
O-ASTZENPXA04	Tablet
O-SATGBW6XA02	Tablet
O-SATGBW6XA04	Tablet
O-SATGBW7XA02	Tablet
O-SATGBW7XA04	Tablet
O-SATGN210A02	Tablet
O-SATGN210A04	Tablet
O-SATGN8XXA02	Tablet
O-SATGN8XXA04	Tablet
O-SATGNP12A02	Tablet
O-SATGNP12A04	Tablet
O-SATGT10XA02	Tablet
O-SATGT10XA04	Tablet
O-SATGT210A02	Tablet
O-SATGT210A04	Tablet
O-SATGT27XA02	Tablet
O-SATGT27XA04	Tablet
O-SATGT310A02	Tablet
O-SATGT310A04	Tablet
O-SATGT37XA02	Tablet
O-SATGT37XA04	Tablet
O-SATGT38XA02	Tablet
O-SATGT38XA04	Tablet
O-SATGT3LXA02	Tablet
